underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate,dte,T,moneyness,midpoint,spread_pct,implied_vol,iv_solved,iv_message,delta,gamma,vega,theta,rho
XLY,115.9,put,104.3,2026-08-18,0.23,0.25,0.23,177,921,0.0078,0.045,30,0.0821917808219178,0.899913718723037,0.24,0.0833333333333333,0.2541672755050073,True,ok,-0.06351041747749993,0.014743299010183623,0.04137229087470464,-0.01674601248838493,-0.006247280759890239
XLY,115.9,put,110.1,2026-08-18,0.99,1.01,1.0,266,1264,0.0078,0.045,30,0.0821917808219178,0.9499568593615184,1.0,0.02,0.24552615600356545,True,ok,-0.20941762375321135,0.03525954593618443,0.09558059768973268,-0.03651557525677695,-0.02077109773940616
XLY,115.9,put,115.9,2026-08-18,2.95,3.01,2.98,383,2016,0.0078,0.045,30,0.0821917808219178,1.0,2.98,0.0201342281879193,0.23846900808680221,True,ok,-0.46825345193867,0.05015913938901971,0.13206182173428035,-0.046589217413139684,-0.04705526711447473
XLY,115.9,put,121.7,2026-08-18,6.48,6.64,6.56,269,1314,0.0078,0.045,30,0.0821917808219178,1.0500431406384814,6.5600000000000005,0.0243902439024389,0.23073445339185295,True,ok,-0.7445421577955358,0.041855023629539675,0.10662408127192831,-0.03139957877366757,-0.07631707077204589
XLY,115.9,put,127.5,2026-08-18,11.3,11.62,11.45,169,926,0.0078,0.045,30,0.0821917808219178,1.100086281276963,11.46,0.0279232111692843,0.22274097363289755,True,ok,-0.9207220683774322,0.01982429918865465,0.04875208783624099,-0.005809781148074415,-0.09712741457357557
XLY,115.9,put,133.3,2026-08-18,16.75,17.29,16.97,107,590,0.0078,0.045,30,0.0821917808219178,1.1501294219154443,17.02,0.0317273795534664,0.21704687375566703,True,ok,-0.9842749228194926,0.0052759286853343,0.012642929423608293,0.009151367373036384,-0.1077513399088783
XLY,115.9,put,98.5,2026-09-02,0.11,0.13,0.12,110,578,0.0078,0.045,45,0.1232876712328767,0.8498705780845556,0.12,0.1666666666666667,0.2571205430440171,True,ok,-0.02883532715387168,0.006291414982510119,0.026789933165785637,-0.0072981970997020315,-0.004268236946927287
XLY,115.9,put,104.3,2026-09-02,0.47,0.49,0.47,183,887,0.0078,0.045,45,0.1232876712328767,0.899913718723037,0.48,0.0416666666666667,0.24961785454420285,True,ok,-0.09681887665025571,0.016867935021206457,0.06973070991957127,-0.018137204374543744,-0.014426269982434157
XLY,115.9,put,110.1,2026-09-02,1.44,1.48,1.47,267,1281,0.0078,0.045,45,0.1232876712328767,0.9499568593615184,1.46,0.0273972602739726,0.2415457437601981,True,ok,-0.24116898515085,0.03169558733043309,0.1267899160577285,-0.030999650957489407,-0.03626073539930106
XLY,115.9,put,115.9,2026-09-02,3.49,3.56,3.54,366,2078,0.0078,0.045,45,0.1232876712328767,1.0,3.5250000000000004,0.0198581560283687,0.23390213393487325,True,ok,-0.4609565401938036,0.041675013769210074,0.16143453876486957,-0.0360758917636501,-0.07021215915805237
XLY,115.9,put,121.7,2026-09-02,6.86,7.03,6.97,275,1352,0.0078,0.045,45,0.1232876712328767,1.0500431406384814,6.945,0.0244780417566594,0.22677309716276783,True,ok,-0.696350943450501,0.03780717021699349,0.1419881907530792,-0.026695058766167987,-0.1080642010974461
XLY,115.9,put,127.5,2026-09-02,11.39,11.71,11.58,177,901,0.0078,0.045,45,0.1232876712328767,1.100086281276963,11.55,0.0277056277056277,0.2190805755973407,True,ok,-0.8724229730289894,0.023290301066644082,0.0845017099147232,-0.008840376416144772,-0.13890060173362165
XLY,115.9,put,98.5,2026-09-17,0.22,0.24,0.23,128,615,0.0078,0.045,60,0.1643835616438356,0.8498705780845556,0.2299999999999999,0.0869565217391304,0.2535747277776648,True,ok,-0.045156872120587485,0.007975110202727809,0.04465477637046217,-0.008874340799049751,-0.00898139411959193
XLY,115.9,put,104.3,2026-09-17,0.71,0.73,0.72,186,913,0.0078,0.045,60,0.1643835616438356,0.899913718723037,0.72,0.0277777777777778,0.24584802655230462,True,ok,-0.1210130891706165,0.017411835616492167,0.09452279231862043,-0.017846994729047362,-0.02423904188648501
XLY,115.9,put,110.1,2026-09-17,1.83,1.87,1.85,267,1329,0.0078,0.045,60,0.1643835616438356,0.9499568593615184,1.85,0.0216216216216216,0.23844677109169907,True,ok,-0.2598994475140119,0.02892502950343735,0.1522967074544073,-0.02696412953106418,-0.05255727990532776
XLY,115.9,put,115.9,2026-09-17,3.93,4.01,3.96,392,2051,0.0078,0.045,60,0.1643835616438356,1.0,3.97,0.0201511335012593,0.23118790912211462,True,ok,-0.4547863209504518,0.03644571162067526,0.1860530567033011,-0.0299828352132856,-0.09317216309436588
XLY,115.9,put,121.7,2026-09-17,7.18,7.35,7.26,266,1350,0.0078,0.045,60,0.1643835616438356,1.0500431406384814,7.265,0.0233998623537508,0.22343913265836282,True,ok,-0.6641771209984935,0.03465230115518564,0.17096868636486673,-0.02309311920070133,-0.1384818491228733
XLY,115.9,put,133.3,2026-09-17,16.55,17.09,16.95,120,597,0.0078,0.045,60,0.1643835616438356,1.1501294219154443,16.82,0.0321046373365041,0.2086028129308852,True,ok,-0.9369241848234962,0.01243217091079773,0.05726541207907092,0.0031861320652110518,-0.2061526238130497
XLY,115.9,put,98.5,2026-10-17,0.48,0.5,0.49,120,569,0.0078,0.045,90,0.2465753424657534,0.8498705780845556,0.49,0.0408163265306122,0.24881178208685137,True,ok,-0.07301983860340609,0.009681060104374277,0.07978300230529013,-0.010105364804193315,-0.022075888670576468
XLY,115.9,put,104.3,2026-10-17,1.17,1.2,1.19,164,907,0.0078,0.045,90,0.2465753424657534,0.899913718723037,1.185,0.0253164556962025,0.24150940306714413,True,ok,-0.15456398315950726,0.017100851922152428,0.13679439651146028,-0.01638211479500154,-0.04709333998767962
XLY,115.9,put,110.1,2026-10-17,2.47,2.53,2.49,257,1327,0.0078,0.045,90,0.2465753424657534,0.9499568593615184,2.5,0.0239999999999998,0.23427655773047668,True,ok,-0.2809825305891594,0.024983972633776955,0.19386831990844264,-0.021605406323204422,-0.08646380209488164
XLY,115.9,put,115.9,2026-10-17,4.61,4.7,4.66,391,2029,0.0078,0.045,90,0.2465753424657534,1.0,4.655,0.0193340494092373,0.2265868936027823,True,ok,-0.4443513425616114,0.03024541277723468,0.2269921395361638,-0.02275143151960868,-0.1384651740894961
XLY,115.9,put,121.7,2026-10-17,7.7,7.89,7.76,267,1276,0.0078,0.045,90,0.2465753424657534,1.0500431406384814,7.795,0.0243745991019883,0.21906317300522946,True,ok,-0.6205975310111222,0.03009910235885963,0.21839336235139697,-0.018287161717380682,-0.19657542043973264
XLY,115.9,put,127.5,2026-10-17,11.72,12.05,11.87,173,906,0.0078,0.045,90,0.2465753424657534,1.100086281276963,11.885000000000002,0.0277660917122423,0.21156666965131085,True,ok,-0.7773006151115184,0.024346975330403173,0.17061168898531856,-0.009406230893218978,-0.25144308810633337
XLY,115.9,put,133.3,2026-10-17,16.47,17.0,16.72,110,597,0.0078,0.045,90,0.2465753424657534,1.1501294219154443,16.735,0.0316701523752614,0.20421648154260758,True,ok,-0.8904625205130524,0.015740384823042842,0.1064688718268341,0.0005023295439462857,-0.29574149454420134
