underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate
JETS,32.09,put,40.1,2026-08-29,7.67,7.99,7.86,55,271,0.007,0.045
JETS,32.09,call,41.7,2026-08-29,0.0,0.02,0.01,44,182,0.007,0.045
JETS,32.09,put,41.7,2026-08-29,9.2,9.62,9.44,42,184,0.007,0.045
JETS,32.09,call,22.5,2026-09-13,9.51,9.94,9.71,47,179,0.007,0.045
JETS,32.09,put,22.5,2026-09-13,0.0,0.02,0.01,43,191,0.007,0.045
JETS,32.09,call,24.1,2026-09-13,8.0,8.32,8.14,52,310,0.007,0.045
JETS,32.09,put,24.1,2026-09-13,0.02,0.04,0.03,51,280,0.007,0.045
JETS,32.09,call,25.7,2026-09-13,6.5,6.74,6.67,95,442,0.007,0.045
JETS,32.09,put,25.7,2026-09-13,0.07,0.09,0.09,81,376,0.007,0.045
JETS,32.09,call,27.3,2026-09-13,5.08,5.24,5.17,119,584,0.007,0.045
JETS,32.09,put,27.3,2026-09-13,0.19,0.21,0.21,110,614,0.007,0.045
JETS,32.09,call,28.9,2026-09-13,3.76,3.87,3.82,184,898,0.007,0.045
JETS,32.09,put,28.9,2026-09-13,0.44,0.46,0.45,169,857,0.007,0.045
JETS,32.09,call,30.5,2026-09-13,2.62,2.68,2.64,259,1332,0.007,0.045
JETS,32.09,put,30.5,2026-09-13,0.86,0.88,0.87,257,1339,0.007,0.045
JETS,32.09,call,32.1,2026-09-13,1.69,1.72,1.7,423,1953,0.007,0.045
JETS,32.09,put,32.1,2026-09-13,1.5,1.53,1.51,437,2042,0.007,0.045
JETS,32.09,call,33.7,2026-09-13,0.99,1.02,1.0,258,1324,0.007,0.045
JETS,32.09,put,33.7,2026-09-13,2.37,2.43,2.41,247,1324,0.007,0.045
JETS,32.09,call,35.3,2026-09-13,0.52,0.54,0.54,185,941,0.007,0.045
JETS,32.09,put,35.3,2026-09-13,3.47,3.57,3.52,178,892,0.007,0.045
JETS,32.09,call,36.9,2026-09-13,0.24,0.26,0.25,144,587,0.007,0.045
JETS,32.09,put,36.9,2026-09-13,4.75,4.91,4.82,127,573,0.007,0.045
JETS,32.09,call,38.5,2026-09-13,0.1,0.12,0.11,75,371,0.007,0.045
JETS,32.09,put,38.5,2026-09-13,6.16,6.38,6.26,56,395,0.007,0.045
JETS,32.09,call,40.1,2026-09-13,0.03,0.05,0.04,50,265,0.007,0.045
JETS,32.09,put,40.1,2026-09-13,7.63,7.95,7.76,46,293,0.007,0.045
JETS,32.09,call,41.7,2026-09-13,0.0,0.02,0.01,40,178,0.007,0.045
JETS,32.09,put,41.7,2026-09-13,9.15,9.56,9.39,0,0,0.007,0.045
JETS,32.09,call,22.5,2026-10-13,9.6,10.03,9.78,43,176,0.007,0.045
JETS,32.09,put,22.5,2026-07-15,0.02,0.04,0.03,36,185,0.007,0.045
JETS,32.09,call,24.1,2026-10-13,8.12,8.45,8.26,41,286,0.007,0.045
JETS,32.09,put,24.1,2026-10-13,0.07,0.09,0.08,62,283,0.007,0.045
JETS,32.09,call,25.7,2026-10-13,6.68,6.92,6.79,74,415,0.007,0.045
JETS,32.09,put,25.7,2026-10-13,0.17,0.19,0.18,80,369,0.007,0.045
JETS,32.09,call,27.3,2026-10-13,5.31,5.49,5.39,139,642,0.007,0.045
JETS,32.09,put,27.3,2026-10-13,0.36,0.38,0.36,142,598,0.007,0.045
JETS,32.09,call,28.9,2026-10-13,4.07,4.18,4.11,174,900,0.007,0.045
JETS,32.09,put,28.9,2026-10-13,0.66,0.68,0.67,176,896,0.007,0.045
JETS,32.09,call,30.5,2026-10-13,2.97,3.05,3.02,278,1387,0.007,0.045
JETS,32.09,put,30.5,2026-10-13,1.13,1.15,1.14,273,1346,0.007,0.045
JETS,32.09,call,32.1,2026-10-13,2.06,2.1,2.08,386,2027,0.007,0.045
JETS,32.09,put,32.1,2026-10-13,1.78,1.81,1.79,0,0,0.007,0.045
JETS,32.09,call,33.7,2026-10-13,1.34,1.37,1.36,246,1355,0.007,0.045
JETS,32.09,put,33.7,2026-10-13,2.62,2.68,2.65,279,1361,0.007,0.045
JETS,32.09,call,35.3,2026-10-13,0.81,0.84,0.82,203,812,0.007,0.045
JETS,32.09,put,35.3,2026-07-15,3.65,3.75,3.7,146,900,0.007,0.045
JETS,32.09,call,36.9,2026-10-13,0.45,0.47,0.46,129,634,0.007,0.045
JETS,32.09,put,36.9,2026-10-13,4.84,5.0,4.92,134,579,0.007,0.045
JETS,32.09,call,38.5,2026-10-13,0.23,0.25,0.24,72,358,0.007,0.045
JETS,32.09,put,38.5,2026-10-13,6.17,6.39,6.29,76,403,0.007,0.045
JETS,32.09,call,40.1,2026-10-13,0.1,0.12,0.11,50,285,0.007,0.045
JETS,32.09,put,40.1,2026-10-13,7.58,7.89,7.75,50,278,0.007,0.045
JETS,32.09,call,41.7,2026-10-13,0.04,0.06,0.05,38,188,0.007,0.045
JETS,32.09,put,41.7,2026-10-13,9.05,9.46,9.22,52,193,0.007,0.045
JETS,32.09,call,22.5,2026-11-12,9.7,10.13,9.93,40,200,0.007,0.045
JETS,32.09,put,22.5,2026-11-12,0.06,0.08,0.07,31,207,0.007,0.045
JETS,32.09,call,24.1,2026-11-12,8.25,8.59,8.44,48,295,0.007,0.045
JETS,32.09,put,24.1,2026-11-12,0.14,0.16,0.15,54,288,0.007,0.045
JETS,32.09,call,25.7,2026-11-12,6.86,7.11,6.98,91,407,0.007,0.045
JETS,32.09,put,25.7,2026-11-12,0.28,0.3,0.29,84,416,0.007,0.045
JETS,32.09,call,27.3,2026-11-12,5.55,5.73,5.66,116,575,0.007,0.045
JETS,32.09,put,27.3,2026-07-15,0.51,0.53,0.52,120,568,0.007,0.045
JETS,32.09,call,28.9,2026-11-12,4.35,4.47,4.4,187,904,0.007,0.045
JETS,32.09,put,28.9,2026-11-12,0.86,0.88,0.87,195,879,0.007,0.045
JETS,32.09,call,30.5,2026-11-12,3.29,3.37,3.32,272,1326,0.007,0.045
JETS,32.09,put,30.5,2026-11-12,1.35,1.38,1.37,282,1429,0.007,0.045
JETS,32.09,call,32.1,2026-11-12,2.39,2.43,2.41,434,2064,0.007,0.045
JETS,32.09,put,32.1,2026-11-12,2.0,2.04,2.02,405,2010,0.007,0.045
JETS,32.09,call,33.7,2026-11-12,1.65,1.69,1.66,0,0,0.007,0.045
JETS,32.09,put,33.7,2026-11-12,2.82,2.89,2.85,255,1369,0.007,0.045
JETS,32.09,call,35.3,2026-11-12,1.08,1.11,1.1,183,873,0.007,0.045
JETS,32.09,put,35.3,2026-11-12,3.8,3.91,3.87,206,902,0.007,0.045
JETS,32.09,call,36.9,2026-11-12,0.66,0.69,0.67,122,601,0.007,0.045
JETS,32.09,put,36.9,2026-11-12,4.94,5.1,5.01,128,615,0.007,0.045
JETS,32.09,call,38.5,2026-11-12,0.0,0.4,0.39,78,360,0.007,0.045
JETS,32.09,put,38.5,2026-11-12,6.2,6.42,6.25,78,420,0.007,0.045
JETS,32.09,call,40.1,2026-11-12,0.2,0.22,0.21,63,258,0.007,0.045
JETS,32.09,put,40.1,2026-11-12,7.55,7.86,7.66,63,256,0.007,0.045
JETS,32.09,call,41.7,2026-11-12,0.09,0.11,0.1,36,178,0.007,0.045
JETS,32.09,put,41.7,2026-11-12,8.97,9.38,9.21,47,179,0.007,0.045
