underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate
XLY,115.9,put,86.9,2026-08-02,0.0,0.02,0.01,50,259,0.0078,0.045
XLY,115.9,call,92.7,2026-08-02,22.91,23.75,23.33,93,413,0.0078,0.045
XLY,115.9,put,92.7,2026-08-02,0.0,0.02,0.01,98,460,0.0078,0.045
XLY,115.9,call,98.5,2026-08-02,17.26,17.82,17.54,114,570,0.0078,0.045
XLY,115.9,put,98.5,2026-08-02,0.0,0.02,0.01,129,610,0.0078,0.045
XLY,115.9,call,104.3,2026-08-02,11.62,11.95,11.77,162,941,0.0078,0.045
XLY,115.9,put,104.3,2026-08-02,0.03,0.05,0.04,193,930,0.0078,0.045
XLY,115.9,call,110.1,2026-08-02,6.28,6.43,6.33,268,1362,0.0078,0.045
XLY,115.9,put,110.1,2026-08-02,0.39,0.41,0.4,244,1317,0.0078,0.045
XLY,115.9,call,115.9,2026-08-02,2.27,2.31,2.29,398,2043,0.0078,0.045
XLY,115.9,put,115.9,2026-08-02,2.1,2.14,2.13,419,2063,0.0078,0.045
XLY,115.9,call,121.7,2026-08-02,0.43,0.45,0.43,278,1343,0.0078,0.045
XLY,115.9,put,121.7,2026-08-02,5.99,6.13,6.07,255,1313,0.0078,0.045
XLY,115.9,call,127.5,2026-08-02,0.03,0.05,0.03,188,932,0.0078,0.045
XLY,115.9,put,127.5,2026-08-02,11.29,11.61,11.48,173,864,0.0078,0.045
XLY,115.9,call,133.3,2026-08-02,0.0,0.02,0.01,118,605,0.0078,0.045
XLY,115.9,put,133.3,2026-08-02,16.93,17.48,17.28,119,619,0.0078,0.045
XLY,115.9,call,139.1,2026-08-02,0.0,0.02,0.01,73,420,0.0078,0.045
XLY,115.9,put,139.1,2026-08-02,22.58,23.41,22.97,78,378,0.0078,0.045
XLY,115.9,call,144.9,2026-08-02,0.0,0.02,0.01,64,289,0.0078,0.045
XLY,115.9,put,144.9,2026-08-02,28.21,29.36,28.97,60,289,0.0078,0.045
XLY,115.9,call,150.7,2026-08-02,0.0,0.02,0.01,23,168,0.0078,0.045
XLY,115.9,put,150.7,2026-08-02,33.81,35.34,34.69,37,214,0.0078,0.045
XLY,115.9,call,81.1,2026-08-18,34.25,35.8,35.01,50,156,0.0078,0.045
XLY,115.9,put,81.1,2026-08-18,0.0,0.02,0.01,37,179,0.0078,0.045
XLY,115.9,call,86.9,2026-08-18,28.66,29.83,29.07,45,290,0.0078,0.045
XLY,115.9,put,86.9,2026-08-18,0.0,0.02,0.01,49,282,0.0078,0.045
XLY,115.9,call,92.7,2026-08-18,23.05,23.89,23.47,87,393,0.0078,0.045
XLY,115.9,put,92.7,2026-08-18,0.0,0.02,0.01,66,437,0.0078,0.045
XLY,115.9,call,98.5,2026-08-18,17.44,18.01,17.7,124,574,0.0078,0.045
XLY,115.9,put,98.5,2026-08-18,0.03,0.05,0.04,120,561,0.0078,0.045
XLY,115.9,call,104.3,2026-08-18,11.98,12.32,12.16,194,913,0.0078,0.045
XLY,115.9,put,104.3,2026-08-18,0.23,0.25,0.23,177,921,0.0078,0.045
XLY,115.9,call,110.1,2026-08-18,7.05,7.22,7.13,295,1351,0.0078,0.045
XLY,115.9,put,110.1,2026-08-18,0.99,1.01,1.0,266,1264,0.0078,0.045
XLY,115.9,call,115.9,2026-08-18,3.3,3.36,3.33,404,1976,0.0078,0.045
XLY,115.9,put,115.9,2026-08-18,2.95,3.01,2.98,383,2016,0.0078,0.045
XLY,115.9,call,121.7,2026-08-18,1.12,1.15,1.13,244,1351,0.0078,0.045
XLY,115.9,put,121.7,2026-08-18,6.48,6.64,6.56,269,1314,0.0078,0.045
XLY,115.9,call,127.5,2026-08-18,0.25,0.27,0.26,190,878,0.0078,0.045
XLY,115.9,put,127.5,2026-08-18,11.3,11.62,11.45,169,926,0.0078,0.045
XLY,115.9,call,133.3,2026-08-18,0.03,0.05,0.03,114,552,0.0078,0.045
XLY,115.9,put,133.3,2026-08-18,16.75,17.29,16.97,107,590,0.0078,0.045
XLY,115.9,call,139.1,2026-08-18,0.0,0.02,0.01,59,396,0.0078,0.045
XLY,115.9,put,139.1,2026-08-18,22.35,23.17,22.68,78,388,0.0078,0.045
XLY,115.9,call,144.9,2026-08-18,0.0,0.02,0.01,62,251,0.0078,0.045
XLY,115.9,put,144.9,2026-08-18,27.97,29.11,28.68,53,257,0.0078,0.045
XLY,115.9,call,150.7,2026-08-18,0.0,0.02,0.01,35,194,0.0078,0.045
XLY,115.9,put,150.7,2026-08-18,33.56,35.07,34.23,38,198,0.0078,0.045
XLY,115.9,call,81.1,2026-09-02,34.36,35.91,35.09,35,202,0.0078,0.045
XLY,115.9,put,81.1,2026-09-02,0.0,0.08,0.01,45,188,0.0078,0.045
XLY,115.9,call,86.9,2026-09-02,28.78,29.96,29.26,51,275,0.0078,0.045
XLY,115.9,put,86.9,2026-09-02,0.0,0.02,0.01,58,270,0.0078,0.045
XLY,115.9,call,92.7,2026-09-02,23.2,24.05,23.6,71,411,0.0078,0.045
XLY,115.9,put,92.7,2026-09-02,0.01,0.03,0.02,82,368,0.0078,0.045
XLY,115.9,call,98.5,2026-09-02,17.67,18.24,18.03,115,646,0.0078,0.045
XLY,115.9,put,98.5,2026-09-02,0.11,0.13,0.12,110,578,0.0078,0.045
XLY,115.9,call,104.3,2026-09-02,12.37,12.72,12.56,164,903,0.0078,0.045
XLY,115.9,put,104.3,2026-09-02,0.47,0.49,0.47,183,887,0.0078,0.045
XLY,115.9,call,110.1,2026-09-02,7.67,7.85,7.75,246,1329,0.0078,0.045
XLY,115.9,put,110.1,2026-09-02,1.44,1.48,1.47,267,1281,0.0078,0.045
XLY,115.9,call,115.9,2026-09-02,4.02,4.1,4.06,368,1957,0.0078,0.045
XLY,115.9,put,115.9,2026-09-02,3.49,3.56,3.54,366,2078,0.0078,0.045
XLY,115.9,call,121.7,2026-07-19,1.68,1.73,1.71,262,1343,0.0078,0.045
XLY,115.9,put,121.7,2026-09-02,6.86,7.03,6.97,275,1352,0.0078,0.045
XLY,115.9,call,127.5,2026-09-02,0.53,0.55,0.54,196,920,0.0078,0.045
XLY,115.9,put,127.5,2026-09-02,11.39,11.71,11.58,177,901,0.0078,0.045
XLY,115.9,call,133.3,2026-09-02,0.11,0.13,0.12,119,583,0.0078,0.045
XLY,115.9,put,133.3,2026-09-02,16.63,17.17,16.86,0,0,0.0078,0.045
XLY,115.9,call,139.1,2026-09-02,0.01,0.03,0.02,78,389,0.0078,0.045
XLY,115.9,put,139.1,2026-09-02,22.15,22.97,22.7,73,373,0.0078,0.045
XLY,115.9,call,144.9,2026-09-02,0.0,0.02,0.01,47,247,0.0078,0.045
XLY,115.9,put,144.9,2026-09-02,27.75,28.88,28.34,57,259,0.0078,0.045
XLY,115.9,call,150.7,2026-09-02,0.0,0.02,0.01,30,182,0.0078,0.045
XLY,115.9,put,150.7,2026-09-02,33.33,34.83,33.91,39,157,0.0078,0.045
XLY,115.9,call,81.1,2026-09-17,34.48,36.03,35.27,35,177,0.0078,0.045
XLY,115.9,put,81.1,2026-09-17,0.0,0.02,0.01,29,159,0.0078,0.045
XLY,115.9,call,86.9,2026-09-17,28.91,30.09,29.58,51,263,0.0078,0.045
XLY,115.9,put,86.9,2026-09-17,0.0,0.02,0.01,51,283,0.0078,0.045
XLY,115.9,call,92.7,2026-09-17,23.36,24.22,23.78,93,379,0.0078,0.045
XLY,115.9,put,92.7,2026-09-17,0.05,0.07,0.06,86,373,0.0078,0.045
XLY,115.9,call,98.5,2026-09-17,17.92,74.0,18.14,102,597,0.0078,0.045
XLY,115.9,put,98.5,2026-09-17,0.22,0.24,0.23,128,615,0.0078,0.045
XLY,115.9,call,104.3,2026-09-17,12.76,13.12,12.94,190,923,0.0078,0.045
XLY,115.9,put,104.3,2026-09-17,0.71,0.73,0.72,186,913,0.0078,0.045
XLY,115.9,call,110.1,2026-09-17,8.21,8.41,8.31,266,1308,0.0078,0.045
XLY,115.9,put,110.1,2026-09-17,1.83,1.87,1.85,267,1329,0.0078,0.045
XLY,115.9,call,115.9,2026-09-17,4.63,4.72,4.66,416,2045,0.0078,0.045
XLY,115.9,put,115.9,2026-09-17,3.93,4.01,3.96,392,2051,0.0078,0.045
XLY,115.9,call,121.7,2026-09-17,2.19,2.24,2.22,260,1346,0.0078,0.045
XLY,115.9,put,121.7,2026-09-17,7.18,7.35,7.26,266,1350,0.0078,0.045
XLY,115.9,call,127.5,2026-09-17,0.84,0.86,0.85,188,943,0.0078,0.045
XLY,115.9,put,127.5,2026-09-17,11.5,47.28,11.68,196,933,0.0078,0.045
XLY,115.9,call,133.3,2026-09-17,0.24,0.26,0.25,107,626,0.0078,0.045
XLY,115.9,put,133.3,2026-09-17,16.55,17.09,16.95,120,597,0.0078,0.045
XLY,115.9,call,139.1,2026-09-17,0.05,0.07,0.05,82,454,0.0078,0.045
XLY,115.9,put,139.1,2026-09-17,21.98,22.78,22.36,79,403,0.0078,0.045
XLY,115.9,call,144.9,2026-09-17,0.0,0.02,0.01,76,243,0.0078,0.045
XLY,115.9,put,144.9,2026-09-17,27.53,28.65,28.25,60,273,0.0078,0.045
XLY,115.9,call,150.7,2026-09-17,0.0,0.02,0.01,31,178,0.0078,0.045
XLY,115.9,put,150.7,2026-09-17,33.09,34.58,33.84,38,161,0.0078,0.045
XLY,115.9,call,81.1,2026-10-17,34.7,36.27,35.51,32,185,0.0078,0.045
XLY,115.9,put,81.1,2026-10-17,0.0,0.02,0.01,36,164,0.0078,0.045
XLY,115.9,call,86.9,2026-07-19,29.19,30.39,29.99,58,278,0.0078,0.045
XLY,115.9,put,86.9,2026-10-17,0.04,0.06,0.05,51,267,0.0078,0.045
XLY,115.9,call,92.7,2026-10-17,23.74,24.61,24.14,70,423,0.0078,0.045
XLY,115.9,put,92.7,2026-10-17,0.17,0.19,0.18,89,405,0.0078,0.045
XLY,115.9,call,98.5,2026-10-17,18.46,19.06,18.59,110,591,0.0078,0.045
XLY,115.9,put,98.5,2026-10-17,0.48,0.5,0.49,120,569,0.0078,0.045
XLY,115.9,call,104.3,2026-10-17,13.52,13.91,13.67,189,952,0.0078,0.045
XLY,115.9,put,104.3,2026-10-17,1.17,1.2,1.19,164,907,0.0078,0.045
XLY,115.9,call,110.1,2026-10-17,9.18,9.4,9.3,302,1366,0.0078,0.045
XLY,115.9,put,110.1,2026-10-17,2.47,2.53,2.49,257,1327,0.0078,0.045
XLY,115.9,call,115.9,2026-10-17,5.66,5.77,5.7,0,0,0.0078,0.045
XLY,115.9,put,115.9,2026-10-17,4.61,4.7,4.66,391,2029,0.0078,0.045
XLY,115.9,call,121.7,2026-10-17,3.08,3.16,3.12,286,1341,0.0078,0.045
XLY,115.9,put,121.7,2026-10-17,7.7,7.89,7.76,267,1276,0.0078,0.045
XLY,115.9,call,127.5,2026-10-17,1.45,1.49,1.48,190,929,0.0078,0.045
XLY,115.9,put,127.5,2026-10-17,11.72,12.05,11.87,173,906,0.0078,0.045
XLY,115.9,call,133.3,2026-10-17,0.57,0.59,0.58,116,606,0.0078,0.045
XLY,115.9,put,133.3,2026-10-17,16.47,17.0,16.72,110,597,0.0078,0.045
XLY,115.9,call,139.1,2026-10-17,0.18,0.2,0.19,81,375,0.0078,0.045
XLY,115.9,put,139.1,2026-10-17,21.68,22.47,22.16,72,425,0.0078,0.045
XLY,115.9,call,144.9,2026-07-19,0.04,0.06,0.05,47,285,0.0078,0.045
XLY,115.9,put,144.9,2026-10-17,27.12,28.22,27.63,36,237,0.0078,0.045
XLY,115.9,call,150.7,2026-10-17,0.0,0.02,0.01,41,178,0.0078,0.045
XLY,115.9,put,150.7,2026-10-17,32.63,34.1,33.11,0,0,0.0078,0.045
XLY,115.9,call,81.1,2026-11-16,34.95,36.52,35.56,42,178,0.0078,0.045
XLY,115.9,put,81.1,2026-11-16,0.03,0.05,0.04,46,192,0.0078,0.045
XLY,115.9,call,86.9,2026-11-16,29.5,30.71,29.91,60,286,0.0078,0.045
XLY,115.9,put,86.9,2026-11-16,0.12,0.56,0.12,44,276,0.0078,0.045
XLY,115.9,call,92.7,2026-11-16,24.16,25.04,24.6,91,407,0.0078,0.045
XLY,115.9,put,92.7,2026-11-16,0.32,0.34,0.33,68,383,0.0078,0.045
XLY,115.9,call,98.5,2026-11-16,19.02,19.64,19.44,144,575,0.0078,0.045
XLY,115.9,put,98.5,2026-11-16,0.76,0.79,0.78,107,617,0.0078,0.045
XLY,115.9,call,104.3,2026-11-16,14.25,14.65,14.46,165,907,0.0078,0.045
XLY,115.9,put,104.3,2026-11-16,1.59,1.64,1.61,191,931,0.0078,0.045
XLY,115.9,call,110.1,2026-11-16,10.03,10.28,10.17,302,1309,0.0078,0.045
XLY,115.9,put,110.1,2026-11-16,3.0,12.28,3.03,284,1366,0.0078,0.045
XLY,115.9,call,115.9,2026-11-16,6.55,6.68,6.62,405,1974,0.0078,0.045
XLY,115.9,put,115.9,2026-11-16,5.16,5.26,5.2,369,2026,0.0078,0.045
XLY,115.9,call,121.7,2026-11-16,3.88,3.97,3.92,276,1349,0.0078,0.045
XLY,115.9,put,121.7,2026-11-16,8.14,8.33,8.2,288,1376,0.0078,0.045
XLY,115.9,call,127.5,2026-11-16,2.05,2.11,2.08,175,893,0.0078,0.045
XLY,115.9,put,127.5,2026-11-16,11.94,12.28,12.1,165,906,0.0078,0.045
XLY,115.9,call,133.3,2026-11-16,0.95,0.98,0.97,123,580,0.0078,0.045
XLY,115.9,put,133.3,2026-11-16,16.44,16.97,16.68,123,591,0.0078,0.045
XLY,115.9,call,139.1,2026-11-16,0.37,0.39,0.38,83,394,0.0078,0.045
XLY,115.9,put,139.1,2026-11-16,21.44,22.23,21.89,69,417,0.0078,0.045
XLY,115.9,call,144.9,2026-11-16,0.12,0.14,0.12,62,278,0.0078,0.045
XLY,115.9,put,144.9,2026-11-16,26.75,27.84,27.35,44,276,0.0078,0.045
XLY,115.9,call,150.7,2026-11-16,0.02,0.04,0.03,28,178,0.0078,0.045
XLY,115.9,put,150.7,2026-11-16,32.19,33.64,32.92,48,176,0.0078,0.045
