underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate
GLD,367.13,call,293.7,2026-08-18,73.17,75.86,74.96,85,425,0.0,0.045
GLD,367.13,put,293.7,2026-08-18,0.0,0.02,0.01,70,428,0.0,0.045
GLD,367.13,call,312.1,2026-08-18,55.29,57.09,56.22,124,586,0.0,0.045
GLD,367.13,put,312.1,2026-08-18,0.0,0.02,0.01,130,580,0.0,0.045
GLD,367.13,call,330.4,2026-08-18,37.54,38.61,38.08,171,928,0.0,0.045
GLD,367.13,put,330.4,2026-08-18,0.12,0.14,0.13,169,898,0.0,0.045
GLD,367.13,call,348.8,2026-08-18,0.0,21.13,20.92,268,1339,0.0,0.045
GLD,367.13,put,348.8,2026-07-19,1.24,1.27,1.26,280,1375,0.0,0.045
GLD,367.13,call,367.1,2026-08-18,7.69,7.84,7.76,394,2042,0.0,0.045
GLD,367.13,put,367.1,2026-08-18,6.31,6.44,6.37,418,1962,0.0,0.045
GLD,367.13,call,385.5,2026-08-18,1.48,1.52,1.5,263,1388,0.0,0.045
GLD,367.13,put,385.5,2026-08-18,18.22,18.67,18.43,244,1339,0.0,0.045
GLD,367.13,call,403.8,2026-08-18,0.1,0.12,0.12,163,942,0.0,0.045
GLD,367.13,put,403.8,2026-08-18,34.8,35.79,35.38,183,887,0.0,0.045
GLD,367.13,call,422.2,2026-08-18,0.0,0.02,0.01,102,596,0.0,0.045
GLD,367.13,put,422.2,2026-08-18,52.66,54.37,53.36,117,603,0.0,0.045
GLD,367.13,call,440.6,2026-08-18,0.0,0.02,0.01,66,395,0.0,0.045
GLD,367.13,put,440.6,2026-08-18,70.55,73.14,71.64,92,407,0.0,0.045
GLD,367.13,call,458.9,2026-08-18,0.0,0.02,0.01,56,294,0.0,0.045
GLD,367.13,put,458.9,2026-08-18,88.27,91.88,90.21,43,247,0.0,0.045
GLD,367.13,call,477.3,2026-08-18,0.0,0.02,0.01,40,185,0.0,0.045
GLD,367.13,put,477.3,2026-08-18,106.02,443.16,108.72,42,175,0.0,0.045
GLD,367.13,call,257.0,2026-09-02,109.1,114.01,111.59,35,166,0.0,0.045
GLD,367.13,put,257.0,2026-09-02,0.0,0.02,0.01,42,204,0.0,0.045
GLD,367.13,call,275.3,2026-09-02,0.0,95.22,93.48,50,284,0.0,0.045
GLD,367.13,put,275.3,2026-09-02,0.0,0.02,0.01,53,260,0.0,0.045
GLD,367.13,call,293.7,2026-09-02,73.71,76.41,74.87,88,401,0.0,0.045
GLD,367.13,put,293.7,2026-09-02,0.0,0.02,0.01,83,409,0.0,0.045
GLD,367.13,call,312.1,2026-09-02,55.88,57.7,57.18,120,651,0.0,0.045
GLD,367.13,put,312.1,2026-09-02,0.03,0.05,0.03,127,610,0.0,0.045
GLD,367.13,call,330.4,2026-09-02,38.35,39.44,38.88,197,949,0.0,0.045
GLD,367.13,put,330.4,2026-09-02,0.33,0.35,0.34,168,955,0.0,0.045
GLD,367.13,call,348.8,2026-09-02,21.99,22.53,22.34,270,1330,0.0,0.045
GLD,367.13,put,348.8,2026-09-02,1.98,2.02,2.0,261,1348,0.0,0.045
GLD,367.13,call,367.1,2026-09-02,9.39,9.58,9.46,424,1966,0.0,0.045
GLD,367.13,put,367.1,2026-09-02,7.35,7.5,7.44,435,1898,0.0,0.045
GLD,367.13,call,385.5,2026-09-02,2.51,2.57,2.53,277,1343,0.0,0.045
GLD,367.13,put,385.5,2026-09-02,18.55,19.0,18.83,268,1368,0.0,0.045
GLD,367.13,call,403.8,2026-09-02,0.35,0.37,0.36,173,904,0.0,0.045
GLD,367.13,put,403.8,2026-09-02,34.31,35.28,34.8,164,937,0.0,0.045
GLD,367.13,call,422.2,2026-09-02,0.01,0.03,0.02,116,606,0.0,0.045
GLD,367.13,put,422.2,2026-09-02,51.91,53.6,52.78,128,605,0.0,0.045
GLD,367.13,call,440.6,2026-09-02,0.0,0.02,0.01,73,426,0.0,0.045
GLD,367.13,put,440.6,2026-09-02,69.75,72.31,71.04,87,386,0.0,0.045
GLD,367.13,call,458.9,2026-09-02,0.0,0.02,0.01,69,295,0.0,0.045
GLD,367.13,put,458.9,2026-09-02,87.45,91.02,89.37,67,263,0.0,0.045
GLD,367.13,call,477.3,2026-09-02,0.0,0.02,0.01,26,185,0.0,0.045
GLD,367.13,put,477.3,2026-09-02,105.16,109.9,107.52,42,199,0.0,0.045
GLD,367.13,call,257.0,2026-09-17,109.56,114.49,112.12,35,176,0.0,0.045
GLD,367.13,put,257.0,2026-09-17,0.0,0.02,0.01,34,188,0.0,0.045
GLD,367.13,call,275.3,2026-09-17,91.98,95.74,93.4,56,277,0.0,0.045
GLD,367.13,put,275.3,2026-09-17,0.0,0.02,0.01,73,268,0.0,0.045
GLD,367.13,call,293.7,2026-09-17,74.24,76.97,75.71,79,421,0.0,0.045
GLD,367.13,put,293.7,2026-09-17,0.0,0.02,0.01,79,398,0.0,0.045
GLD,367.13,call,312.1,2026-09-17,56.51,58.35,57.61,128,650,0.0,0.045
GLD,367.13,put,312.1,2026-09-17,0.09,0.11,0.1,116,617,0.0,0.045
GLD,367.13,call,330.4,2026-09-17,39.21,40.32,39.76,185,932,0.0,0.045
GLD,367.13,put,330.4,2026-09-17,0.59,0.61,0.6,188,885,0.0,0.045
GLD,367.13,call,348.8,2026-09-17,23.26,23.82,23.59,247,1369,0.0,0.045
GLD,367.13,put,348.8,2026-09-17,2.61,2.67,2.64,252,1315,0.0,0.045
GLD,367.13,call,367.1,2026-09-17,10.85,11.07,10.95,406,1947,0.0,0.045
GLD,367.13,put,367.1,2026-09-17,8.14,8.3,8.23,428,1997,0.0,0.045
GLD,367.13,call,385.5,2026-09-17,3.49,3.57,3.54,270,1366,0.0,0.045
GLD,367.13,put,385.5,2026-09-17,18.83,19.29,19.11,259,1284,0.0,0.045
GLD,367.13,call,403.8,2026-09-17,0.68,0.7,0.69,171,918,0.0,0.045
GLD,367.13,put,403.8,2026-09-17,33.9,34.87,34.37,187,881,0.0,0.045
GLD,367.13,call,422.2,2026-09-17,0.06,0.08,0.07,98,575,0.0,0.045
GLD,367.13,put,422.2,2026-09-17,51.19,52.86,52.09,119,632,0.0,0.045
GLD,367.13,call,440.6,2026-09-17,0.0,0.02,0.01,77,392,0.0,0.045
GLD,367.13,put,440.6,2026-09-17,68.96,71.49,70.54,77,397,0.0,0.045
GLD,367.13,call,458.9,2026-07-19,0.0,0.02,0.01,52,281,0.0,0.045
GLD,367.13,put,458.9,2026-09-17,86.62,90.16,88.44,44,264,0.0,0.045
GLD,367.13,call,477.3,2026-09-17,0.0,0.02,0.01,35,160,0.0,0.045
GLD,367.13,put,477.3,2026-09-17,104.31,109.0,106.42,37,203,0.0,0.045
GLD,367.13,call,257.0,2026-10-17,110.48,115.45,112.69,33,175,0.0,0.045
GLD,367.13,put,257.0,2026-10-17,0.0,0.02,0.01,35,172,0.0,0.045
GLD,367.13,call,275.3,2026-10-17,92.98,96.77,95.44,47,295,0.0,0.045
GLD,367.13,put,275.3,2026-10-17,0.0,0.02,0.01,62,258,0.0,0.045
GLD,367.13,call,293.7,2026-10-17,75.35,78.11,76.92,80,430,0.0,0.045
GLD,367.13,put,293.7,2026-10-17,0.05,0.07,0.06,74,386,0.0,0.045
GLD,367.13,call,312.1,2026-10-17,57.82,59.7,58.94,136,641,0.0,0.045
GLD,367.13,put,312.1,2026-10-17,0.28,0.3,0.29,127,625,0.0,0.045
GLD,367.13,call,330.4,2026-10-17,40.96,42.12,41.52,173,887,0.0,0.045
GLD,367.13,put,330.4,2026-10-17,1.15,1.18,1.17,189,895,0.0,0.045
GLD,367.13,call,348.8,2026-10-17,25.58,26.2,25.8,288,1366,0.0,0.045
GLD,367.13,put,348.8,2026-10-17,3.67,3.75,3.73,264,1353,0.0,0.045
GLD,367.13,call,367.1,2026-10-17,13.35,13.62,13.46,364,1942,0.0,0.045
GLD,367.13,put,367.1,2026-10-17,9.31,9.5,9.39,367,2003,0.0,0.045
GLD,367.13,call,385.5,2026-10-17,5.34,5.47,5.4,263,1341,0.0,0.045
GLD,367.13,put,385.5,2026-10-17,19.28,79.0,19.45,252,1304,0.0,0.045
GLD,367.13,call,403.8,2026-10-17,1.5,1.55,1.52,165,859,0.0,0.045
GLD,367.13,put,403.8,2026-10-17,33.27,34.21,33.75,189,921,0.0,0.045
GLD,367.13,call,422.2,2026-10-17,0.26,0.28,0.27,127,586,0.0,0.045
GLD,367.13,put,422.2,2026-10-17,49.87,51.49,50.48,115,644,0.0,0.045
GLD,367.13,call,440.6,2026-10-17,0.01,0.03,0.02,80,419,0.0,0.045
GLD,367.13,put,440.6,2026-10-17,67.4,69.87,68.05,80,385,0.0,0.045
GLD,367.13,call,458.9,2026-10-17,0.0,0.02,0.01,55,259,0.0,0.045
GLD,367.13,put,458.9,2026-10-17,84.97,88.44,86.85,47,265,0.0,0.045
GLD,367.13,call,477.3,2026-10-17,0.0,0.02,0.01,33,181,0.0,0.045
GLD,367.13,put,477.3,2026-10-17,102.59,107.21,104.25,30,177,0.0,0.045
GLD,367.13,call,257.0,2026-11-16,111.4,116.42,113.86,35,202,0.0,0.045
GLD,367.13,put,257.0,2026-11-16,0.0,0.02,0.01,34,180,0.0,0.045
GLD,367.13,call,275.3,2026-11-16,93.98,97.82,95.04,45,259,0.0,0.045
GLD,367.13,put,275.3,2026-11-16,0.02,0.04,0.03,56,294,0.0,0.045
GLD,367.13,call,293.7,2026-11-16,76.48,79.29,77.82,77,410,0.0,0.045
GLD,367.13,put,293.7,2026-11-16,0.13,0.15,0.14,78,403,0.0,0.045
GLD,367.13,call,312.1,2026-11-16,59.2,61.12,60.32,122,638,0.0,0.045
GLD,367.13,put,312.1,2026-11-16,0.54,0.56,0.55,131,580,0.0,0.045
GLD,367.13,call,330.4,2026-11-16,42.71,43.92,43.37,163,888,0.0,0.045
GLD,367.13,put,330.4,2026-11-16,1.71,1.75,1.73,203,896,0.0,0.045
GLD,367.13,call,348.8,2026-11-16,27.71,28.39,28.06,269,1362,0.0,0.045
GLD,367.13,put,348.8,2026-11-16,4.54,4.65,4.6,262,1331,0.0,0.045
GLD,367.13,call,367.1,2026-11-16,15.57,15.89,15.79,403,1959,0.0,0.045
GLD,367.13,put,367.1,2026-11-16,10.21,10.41,10.27,416,2011,0.0,0.045
GLD,367.13,call,385.5,2026-11-16,7.09,7.26,7.16,247,1364,0.0,0.045
GLD,367.13,put,385.5,2026-11-16,19.64,20.12,19.9,252,1365,0.0,0.045
GLD,367.13,call,403.8,2026-11-16,2.46,2.53,2.5,184,851,0.0,0.045
GLD,367.13,put,403.8,2026-11-16,32.77,33.7,33.37,173,947,0.0,0.045
GLD,367.13,call,422.2,2026-11-16,0.0,0.61,0.6,104,580,0.0,0.045
GLD,367.13,put,422.2,2026-07-19,48.68,50.26,49.39,143,610,0.0,0.045
GLD,367.13,call,440.6,2026-11-16,0.08,0.1,0.09,78,443,0.0,0.045
GLD,367.13,put,440.6,2026-11-16,65.88,68.3,66.91,89,399,0.0,0.045
GLD,367.13,call,458.9,2026-11-16,0.0,0.02,0.01,52,256,0.0,0.045
GLD,367.13,put,458.9,2026-11-16,83.34,86.74,85.33,64,273,0.0,0.045
GLD,367.13,call,477.3,2026-11-16,0.0,0.02,0.01,49,173,0.0,0.045
GLD,367.13,put,477.3,2026-11-16,100.89,105.43,103.31,30,200,0.0,0.045
