underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate
USO,120.17,put,156.2,2026-07-26,34.21,37.58,36.0,29,203,0.0,0.045
USO,120.17,call,84.1,2026-08-02,35.42,37.01,36.23,35,158,0.0,0.045
USO,120.17,put,84.1,2026-08-02,0.0,0.02,0.01,24,178,0.0,0.045
USO,120.17,call,90.1,2026-08-02,29.62,30.83,30.22,60,259,0.0,0.045
USO,120.17,put,90.1,2026-08-02,0.0,0.02,0.01,54,253,0.0,0.045
USO,120.17,call,96.1,2026-08-02,23.8,24.68,24.22,97,428,0.0,0.045
USO,120.17,put,96.1,2026-08-02,0.0,0.02,0.01,85,381,0.0,0.045
USO,120.17,call,102.1,2026-08-02,18.01,18.59,18.27,122,577,0.0,0.045
USO,120.17,put,102.1,2026-08-02,0.04,0.06,0.05,122,607,0.0,0.045
USO,120.17,call,108.2,2026-08-02,12.3,12.65,12.5,187,908,0.0,0.045
USO,120.17,put,108.2,2026-08-02,0.31,0.33,0.32,156,924,0.0,0.045
USO,120.17,call,114.2,2026-08-02,7.31,7.49,7.44,236,1284,0.0,0.045
USO,120.17,put,114.2,2026-08-02,1.22,1.25,1.24,267,1374,0.0,0.045
USO,120.17,call,120.2,2026-08-02,3.56,3.63,3.58,363,2054,0.0,0.045
USO,120.17,put,120.2,2026-08-02,3.38,3.45,3.42,377,1972,0.0,0.045
USO,120.17,call,126.2,2026-08-02,1.34,1.37,1.35,268,1281,0.0,0.045
USO,120.17,put,126.2,2026-08-02,7.08,7.25,7.19,284,1337,0.0,0.045
USO,120.17,call,132.2,2026-08-02,0.36,0.38,0.38,186,840,0.0,0.045
USO,120.17,put,132.2,2026-08-02,12.01,12.35,12.21,191,891,0.0,0.045
USO,120.17,call,138.2,2026-08-02,0.06,0.08,0.07,127,625,0.0,0.045
USO,120.17,put,138.2,2026-08-02,17.58,18.15,17.8,111,596,0.0,0.045
USO,120.17,call,144.2,2026-08-02,0.0,0.02,0.01,78,419,0.0,0.045
USO,120.17,put,144.2,2026-08-02,0.0,24.22,23.71,86,399,0.0,0.045
USO,120.17,call,150.2,2026-08-02,0.0,0.02,0.01,0,0,0.0,0.045
USO,120.17,put,150.2,2026-08-02,29.18,30.37,29.42,59,285,0.0,0.045
USO,120.17,call,156.2,2026-08-02,0.0,0.02,0.01,34,181,0.0,0.045
USO,120.17,put,156.2,2026-07-19,34.97,36.55,35.61,38,207,0.0,0.045
USO,120.17,call,84.1,2026-08-18,35.58,37.19,36.49,45,184,0.0,0.045
USO,120.17,put,84.1,2026-08-18,0.0,0.02,0.01,33,177,0.0,0.045
USO,120.17,call,90.1,2026-08-18,29.82,31.04,30.37,56,281,0.0,0.045
USO,120.17,put,90.1,2026-08-18,0.01,0.03,0.02,63,269,0.0,0.045
USO,120.17,call,96.1,2026-08-18,24.09,24.97,24.48,86,381,0.0,0.045
USO,120.17,put,96.1,2026-08-18,0.1,0.12,0.11,76,384,0.0,0.045
USO,120.17,call,102.1,2026-08-18,18.52,19.12,18.73,108,623,0.0,0.045
USO,120.17,put,102.1,2026-08-18,0.36,0.38,0.37,122,616,0.0,0.045
USO,120.17,call,108.2,2026-08-18,13.24,13.62,13.44,185,878,0.0,0.045
USO,120.17,put,108.2,2026-08-18,1.05,1.08,1.06,164,919,0.0,0.045
USO,120.17,call,114.2,2026-08-18,8.75,8.96,8.84,279,1327,0.0,0.045
USO,120.17,put,114.2,2026-08-18,2.43,2.49,2.46,273,1317,0.0,0.045
USO,120.17,call,120.2,2026-08-18,5.21,5.31,5.25,404,1990,0.0,0.045
USO,120.17,put,120.2,2026-08-18,4.8,4.89,4.85,414,2026,0.0,0.045
USO,120.17,call,126.2,2026-08-18,2.73,2.8,2.76,269,1245,0.0,0.045
USO,120.17,put,126.2,2026-08-18,8.23,8.43,8.35,249,1377,0.0,0.045
USO,120.17,call,132.2,2026-08-18,1.25,1.28,1.26,194,931,0.0,0.045
USO,120.17,put,132.2,2026-08-18,12.63,12.99,12.82,202,867,0.0,0.045
USO,120.17,call,138.2,2026-08-18,0.49,0.51,0.5,118,564,0.0,0.045
USO,120.17,put,138.2,2026-08-18,17.73,18.3,18.14,132,608,0.0,0.045
USO,120.17,call,144.2,2026-08-18,0.15,0.17,0.16,84,405,0.0,0.045
USO,120.17,put,144.2,2026-08-18,23.24,24.09,23.65,71,406,0.0,0.045
USO,120.17,call,150.2,2026-08-18,0.03,0.05,0.05,43,267,0.0,0.045
USO,120.17,put,150.2,2026-08-18,28.93,30.11,29.5,56,272,0.0,0.045
USO,120.17,call,156.2,2026-08-18,0.0,0.02,0.01,31,190,0.0,0.045
USO,120.17,put,156.2,2026-08-18,34.68,36.24,35.68,39,197,0.0,0.045
USO,120.17,call,84.1,2026-09-02,35.76,37.37,36.69,32,190,0.0,0.045
USO,120.17,put,84.1,2026-09-02,0.02,0.04,0.03,34,184,0.0,0.045
USO,120.17,call,90.1,2026-09-02,30.05,31.28,30.77,46,294,0.0,0.045
USO,120.17,put,90.1,2026-09-02,0.09,0.11,0.1,57,275,0.0,0.045
USO,120.17,call,96.1,2026-09-02,24.46,25.35,24.81,81,385,0.0,0.045
USO,120.17,put,96.1,2026-09-02,0.0,0.31,0.3,72,420,0.0,0.045
USO,120.17,call,102.1,2026-09-02,19.1,19.72,19.4,113,591,0.0,0.045
USO,120.17,put,102.1,2026-09-02,0.76,0.78,0.77,115,613,0.0,0.045
USO,120.17,call,108.2,2026-09-02,14.09,14.49,14.31,185,887,0.0,0.045
USO,120.17,put,108.2,2026-09-02,1.7,1.75,1.72,185,891,0.0,0.045
USO,120.17,call,114.2,2026-09-02,9.82,10.06,9.92,265,1281,0.0,0.045
USO,120.17,put,114.2,2026-09-02,3.3,3.38,3.32,257,1342,0.0,0.045
USO,120.17,call,120.2,2026-09-02,6.37,6.5,6.41,405,2045,0.0,0.045
USO,120.17,put,120.2,2026-09-02,5.74,5.85,5.8,438,2034,0.0,0.045
USO,120.17,call,126.2,2026-09-02,3.79,3.88,3.83,258,1294,0.0,0.045
USO,120.17,put,126.2,2026-09-02,9.05,9.27,9.2,281,1320,0.0,0.045
USO,120.17,call,132.2,2026-09-02,2.05,2.11,2.07,194,863,0.0,0.045
USO,120.17,put,132.2,2026-09-02,13.19,13.57,13.39,180,924,0.0,0.045
USO,120.17,call,138.2,2026-09-02,1.0,1.03,1.02,0,0,0.0,0.045
USO,120.17,put,138.2,2026-09-02,17.99,18.58,18.3,128,639,0.0,0.045
USO,120.17,call,144.2,2026-09-02,0.43,0.45,0.45,75,413,0.0,0.045
USO,120.17,put,144.2,2026-09-02,23.25,24.1,23.69,74,408,0.0,0.045
USO,120.17,call,150.2,2026-09-02,0.16,0.18,0.17,46,249,0.0,0.045
USO,120.17,put,150.2,2026-09-02,28.78,29.96,29.15,46,270,0.0,0.045
USO,120.17,call,156.2,2026-09-02,0.05,0.07,0.06,31,206,0.0,0.045
USO,120.17,put,156.2,2026-09-02,34.45,144.0,35.31,38,188,0.0,0.045
USO,120.17,call,84.1,2026-09-17,35.96,37.58,36.94,41,185,0.0,0.045
USO,120.17,put,84.1,2026-09-17,0.07,0.09,0.08,33,180,0.0,0.045
USO,120.17,call,90.1,2026-09-17,30.34,31.58,30.94,60,280,0.0,0.045
USO,120.17,put,90.1,2026-07-19,0.21,0.23,0.22,49,281,0.0,0.045
USO,120.17,call,96.1,2026-09-17,24.87,25.78,25.33,86,375,0.0,0.045
USO,120.17,put,96.1,2026-09-17,0.54,0.56,0.54,71,396,0.0,0.045
USO,120.17,call,102.1,2026-09-17,19.69,20.33,19.99,124,616,0.0,0.045
USO,120.17,put,102.1,2026-09-17,1.17,1.21,1.19,128,596,0.0,0.045
USO,120.17,call,108.2,2026-09-17,14.88,15.3,15.1,191,918,0.0,0.045
USO,120.17,put,108.2,2026-09-17,2.29,2.35,2.31,191,961,0.0,0.045
USO,120.17,call,114.2,2026-09-17,10.75,11.01,10.93,256,1347,0.0,0.045
USO,120.17,put,114.2,2026-09-17,4.02,4.12,4.05,282,1316,0.0,0.045
USO,120.17,call,120.2,2026-09-17,7.35,7.5,7.4,426,2037,0.0,0.045
USO,120.17,put,120.2,2026-09-17,6.5,6.63,6.58,392,1992,0.0,0.045
USO,120.17,call,126.2,2026-09-17,4.7,4.81,4.75,287,1274,0.0,0.045
USO,120.17,put,126.2,2026-09-17,9.73,9.97,9.8,263,1271,0.0,0.045
USO,120.17,call,132.2,2026-09-17,2.8,2.88,2.83,162,888,0.0,0.045
USO,120.17,put,132.2,2026-09-17,13.7,14.09,13.88,176,894,0.0,0.045
USO,120.17,call,138.2,2026-09-17,1.54,1.59,1.56,99,614,0.0,0.045
USO,120.17,put,138.2,2026-09-17,18.28,18.88,18.65,131,583,0.0,0.045
USO,120.17,call,144.2,2026-09-17,0.78,0.81,0.79,70,418,0.0,0.045
USO,120.17,put,144.2,2026-09-17,23.33,24.19,23.88,81,387,0.0,0.045
USO,120.17,call,150.2,2026-09-17,0.36,0.38,0.36,57,284,0.0,0.045
USO,120.17,put,150.2,2026-09-17,0.0,29.88,29.33,53,266,0.0,0.045
USO,120.17,call,156.2,2026-09-17,0.14,0.16,0.15,47,184,0.0,0.045
USO,120.17,put,156.2,2026-09-17,34.26,35.8,35.19,36,183,0.0,0.045
USO,120.17,call,84.1,2026-10-17,36.43,38.07,37.2,42,163,0.0,0.045
USO,120.17,put,84.1,2026-10-17,0.24,0.26,0.25,34,192,0.0,0.045
USO,120.17,call,90.1,2026-10-17,30.99,32.25,31.5,54,285,0.0,0.045
USO,120.17,put,90.1,2026-10-17,0.54,0.57,0.56,52,285,0.0,0.045
USO,120.17,call,96.1,2026-10-17,25.76,26.7,26.14,84,423,0.0,0.045
USO,120.17,put,96.1,2026-10-17,1.08,1.12,1.09,74,420,0.0,0.045
USO,120.17,call,102.1,2026-10-17,20.84,21.52,21.11,106,598,0.0,0.045
USO,120.17,put,102.1,2026-10-17,1.96,2.02,1.98,133,643,0.0,0.045
USO,120.17,call,108.2,2026-10-17,16.29,16.76,16.55,159,927,0.0,0.045
USO,120.17,put,108.2,2026-10-17,3.31,3.41,3.37,184,923,0.0,0.045
USO,120.17,call,114.2,2026-10-17,12.35,12.65,12.53,274,1292,0.0,0.045
USO,120.17,put,114.2,2026-10-17,5.21,5.33,5.26,256,1331,0.0,0.045
USO,120.17,call,120.2,2026-10-17,9.01,9.19,9.08,395,1921,0.0,0.045
USO,120.17,put,120.2,2026-10-17,7.72,7.88,7.84,392,1984,0.0,0.045
USO,120.17,call,126.2,2026-10-17,6.27,6.42,6.34,288,1303,0.0,0.045
USO,120.17,put,126.2,2026-10-17,10.85,11.11,10.96,239,1320,0.0,0.045
USO,120.17,call,132.2,2026-10-17,4.16,4.28,4.21,166,887,0.0,0.045
USO,120.17,put,132.2,2026-07-19,14.58,15.0,14.82,197,939,0.0,0.045
USO,120.17,call,138.2,2026-10-17,2.62,2.71,2.66,112,612,0.0,0.045
USO,120.17,put,138.2,2026-10-17,18.86,19.47,19.18,106,595,0.0,0.045
USO,120.17,call,144.2,2026-10-17,1.56,1.62,1.59,73,383,0.0,0.045
USO,120.17,put,144.2,2026-10-17,23.59,24.46,23.92,82,420,0.0,0.045
USO,120.17,call,150.2,2026-10-17,0.87,0.91,0.89,49,297,0.0,0.045
USO,120.17,put,150.2,2026-10-17,28.68,29.85,29.26,58,262,0.0,0.045
USO,120.17,call,156.2,2026-10-17,0.45,0.47,0.46,39,187,0.0,0.045
USO,120.17,put,156.2,2026-10-17,34.01,35.53,34.78,39,168,0.0,0.045
USO,120.17,call,84.1,2026-11-16,36.97,38.64,38.17,37,179,0.0,0.045
USO,120.17,put,84.1,2026-11-16,0.49,0.51,0.5,41,178,0.0,0.045
USO,120.17,call,90.1,2026-11-16,31.69,32.99,32.23,55,281,0.0,0.045
USO,120.17,put,90.1,2026-11-16,0.93,0.97,0.95,63,271,0.0,0.045
USO,120.17,call,96.1,2026-11-16,26.66,27.63,27.11,77,403,0.0,0.045
USO,120.17,put,96.1,2026-11-16,1.63,1.69,1.66,75,427,0.0,0.045
USO,120.17,call,102.1,2026-11-16,21.94,22.66,22.27,123,651,0.0,0.045
USO,120.17,put,102.1,2026-11-16,2.69,2.77,2.73,115,620,0.0,0.045
USO,120.17,call,108.2,2026-07-19,17.57,18.06,17.75,176,949,0.0,0.045
USO,120.17,put,108.2,2026-11-16,4.2,4.32,4.25,183,898,0.0,0.045
USO,120.17,call,114.2,2026-11-16,13.74,14.07,13.92,261,1342,0.0,0.045
USO,120.17,put,114.2,2026-11-16,6.18,6.33,6.27,256,1386,0.0,0.045
USO,120.17,call,120.2,2026-11-16,10.43,10.64,10.53,386,2002,0.0,0.045
USO,120.17,put,120.2,2026-11-16,8.71,8.89,8.8,387,2023,0.0,0.045
USO,120.17,call,126.2,2026-11-16,7.64,7.82,7.71,239,1383,0.0,0.045
USO,120.17,put,126.2,2026-11-16,11.76,12.05,11.88,268,1274,0.0,0.045
USO,120.17,call,132.2,2026-11-16,5.39,5.55,5.51,187,897,0.0,0.045
USO,120.17,put,132.2,2026-11-16,15.34,15.78,15.58,180,900,0.0,0.045
USO,120.17,call,138.2,2026-11-16,3.66,3.78,3.71,106,576,0.0,0.045
USO,120.17,put,138.2,2026-11-16,19.41,20.04,19.71,143,581,0.0,0.045
USO,120.17,call,144.2,2026-11-16,2.38,2.47,2.43,87,413,0.0,0.045
USO,120.17,put,144.2,2026-11-16,23.9,24.78,24.11,77,425,0.0,0.045
USO,120.17,call,150.2,2026-11-16,1.48,1.54,1.51,49,260,0.0,0.045
USO,120.17,put,150.2,2026-11-16,28.74,29.92,29.29,61,263,0.0,0.045
USO,120.17,call,156.2,2026-11-16,0.87,0.91,0.89,37,158,0.0,0.045
USO,120.17,put,156.2,2026-11-16,33.86,141.56,34.74,34,196,0.0,0.045
