underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate
XLV,157.91,call,150.0,2026-09-13,10.24,10.48,10.36,240,1322,0.0164,0.045
XLV,157.91,put,150.0,2026-09-13,1.75,1.79,1.77,303,1380,0.0164,0.045
XLV,157.91,call,157.9,2026-09-13,5.18,5.29,5.21,425,1945,0.0164,0.045
XLV,157.91,put,157.9,2026-09-13,4.44,18.12,4.5,414,1972,0.0164,0.045
XLV,157.91,call,165.8,2026-09-13,2.02,2.07,2.05,259,1309,0.0164,0.045
XLV,157.91,put,165.8,2026-09-13,9.03,9.25,9.19,273,1323,0.0164,0.045
XLV,157.91,call,173.7,2026-09-13,0.56,0.58,0.57,164,921,0.0164,0.045
XLV,157.91,put,173.7,2026-09-13,15.29,15.72,15.56,165,933,0.0164,0.045
XLV,157.91,call,181.6,2026-09-13,0.09,0.11,0.1,0,0,0.0164,0.045
XLV,157.91,put,181.6,2026-09-13,22.51,23.25,22.89,129,599,0.0164,0.045
XLV,157.91,call,189.5,2026-09-13,0.0,0.02,0.01,58,370,0.0164,0.045
XLV,157.91,put,189.5,2026-09-13,30.08,31.18,30.54,83,382,0.0164,0.045
XLV,157.91,call,197.4,2026-09-13,0.0,0.02,0.01,63,249,0.0164,0.045
XLV,157.91,put,197.4,2026-09-13,37.69,39.23,38.64,45,280,0.0164,0.045
XLV,157.91,call,205.3,2026-09-13,0.0,0.02,0.01,32,193,0.0164,0.045
XLV,157.91,put,205.3,2026-09-13,45.28,47.32,46.44,37,189,0.0164,0.045
XLV,157.91,call,110.5,2026-10-13,46.94,49.05,47.87,31,184,0.0164,0.045
XLV,157.91,put,110.5,2026-10-13,0.0,0.02,0.01,33,206,0.0164,0.045
XLV,157.91,call,118.4,2026-10-13,39.39,41.0,40.05,71,269,0.0164,0.045
XLV,157.91,put,118.4,2026-10-13,0.01,0.03,0.02,43,286,0.0164,0.045
XLV,157.91,call,126.3,2026-10-13,31.87,33.04,32.3,79,429,0.0164,0.045
XLV,157.91,put,126.3,2026-10-13,0.08,0.1,0.09,85,404,0.0164,0.045
XLV,157.91,call,134.2,2026-10-13,24.48,25.27,24.9,0,0,0.0164,0.045
XLV,157.91,put,134.2,2026-10-13,0.31,0.33,0.32,119,580,0.0164,0.045
XLV,157.91,call,142.1,2026-10-13,17.47,17.96,17.7,191,916,0.0164,0.045
XLV,157.91,put,142.1,2026-10-13,0.96,0.99,0.97,190,885,0.0164,0.045
XLV,157.91,call,150.0,2026-10-13,11.25,11.52,11.39,282,1428,0.0164,0.045
XLV,157.91,put,150.0,2026-10-13,2.43,2.49,2.46,242,1264,0.0164,0.045
XLV,157.91,call,157.9,2026-10-13,6.31,6.43,6.37,382,1980,0.0164,0.045
XLV,157.91,put,157.9,2026-10-13,5.2,5.31,5.27,421,2029,0.0164,0.045
XLV,157.91,call,165.8,2026-07-15,2.93,3.0,2.96,295,1373,0.0164,0.045
XLV,157.91,put,165.8,2026-10-13,9.55,9.78,9.68,274,1348,0.0164,0.045
XLV,157.91,call,173.7,2026-10-13,1.08,1.11,1.09,175,944,0.0164,0.045
XLV,157.91,put,173.7,2026-10-13,15.38,15.82,15.63,161,902,0.0164,0.045
XLV,157.91,call,181.6,2026-10-13,0.29,0.31,0.3,136,595,0.0164,0.045
XLV,157.91,put,181.6,2026-10-13,22.26,22.98,22.57,118,578,0.0164,0.045
XLV,157.91,call,189.5,2026-10-13,0.05,0.07,0.06,83,419,0.0164,0.045
XLV,157.91,put,189.5,2026-10-13,29.65,30.74,30.28,71,410,0.0164,0.045
XLV,157.91,call,197.4,2026-10-13,0.0,0.02,0.01,52,278,0.0164,0.045
XLV,157.91,put,197.4,2026-10-13,37.2,38.71,37.8,55,290,0.0164,0.045
XLV,157.91,call,205.3,2026-10-13,0.0,0.02,0.01,28,192,0.0164,0.045
XLV,157.91,put,205.3,2026-10-13,44.76,46.77,45.44,37,169,0.0164,0.045
XLV,157.91,call,110.5,2026-11-12,47.14,49.26,48.13,32,169,0.0164,0.045
XLV,157.91,put,110.5,2026-11-12,0.0,0.02,0.01,36,180,0.0164,0.045
XLV,157.91,call,118.4,2026-11-12,39.65,41.26,40.52,45,266,0.0164,0.045
XLV,157.91,put,118.4,2026-11-12,0.05,0.07,0.05,55,246,0.0164,0.045
XLV,157.91,call,126.3,2026-11-12,32.22,33.4,32.69,65,396,0.0164,0.045
XLV,157.91,put,126.3,2026-11-12,0.18,0.2,0.19,80,410,0.0164,0.045
XLV,157.91,call,134.2,2026-11-12,24.98,25.79,25.39,140,569,0.0164,0.045
XLV,157.91,put,134.2,2026-11-12,0.55,0.57,0.56,113,599,0.0164,0.045
XLV,157.91,call,142.1,2026-11-12,18.18,18.7,18.43,185,919,0.0164,0.045
XLV,157.91,put,142.1,2026-11-12,1.37,1.41,1.4,171,928,0.0164,0.045
XLV,157.91,call,150.0,2026-11-12,12.16,12.45,12.27,250,1385,0.0164,0.045
XLV,157.91,put,150.0,2026-11-12,3.0,3.08,3.05,283,1347,0.0164,0.045
XLV,157.91,call,157.9,2026-11-12,7.27,7.42,7.36,417,2049,0.0164,0.045
XLV,157.91,put,157.9,2026-11-12,5.81,5.92,5.86,430,1994,0.0164,0.045
XLV,157.91,call,165.8,2026-11-12,3.75,3.84,3.8,278,1307,0.0164,0.045
XLV,157.91,put,165.8,2026-11-12,9.98,10.22,10.09,268,1285,0.0164,0.045
XLV,157.91,call,173.7,2026-11-12,1.61,1.66,1.64,195,869,0.0164,0.045
XLV,157.91,put,173.7,2026-07-15,15.5,15.94,15.82,182,904,0.0164,0.045
XLV,157.91,call,181.6,2026-11-12,0.55,0.57,0.56,122,633,0.0164,0.045
XLV,157.91,put,181.6,2026-11-12,22.07,22.79,22.44,131,594,0.0164,0.045
XLV,157.91,call,189.5,2026-11-12,0.13,0.15,0.14,0,0,0.0164,0.045
XLV,157.91,put,189.5,2026-11-12,29.26,30.34,29.85,87,421,0.0164,0.045
XLV,157.91,call,197.4,2026-11-12,0.02,0.04,0.03,58,282,0.0164,0.045
XLV,157.91,put,197.4,2026-11-12,36.72,38.22,37.08,39,293,0.0164,0.045
XLV,157.91,call,205.3,2026-11-12,0.0,0.02,0.01,24,150,0.0164,0.045
XLV,157.91,put,205.3,2026-11-12,44.23,46.22,45.11,25,185,0.0164,0.045
