underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate
XLE,56.95,call,42.7,2026-08-14,13.99,14.57,14.31,40,291,0.0277,0.045
XLE,56.95,put,42.7,2026-08-14,0.0,0.02,0.01,60,282,0.0277,0.045
XLE,56.95,call,45.6,2026-08-14,11.2,11.61,11.36,94,360,0.0277,0.045
XLE,56.95,put,45.6,2026-08-14,0.0,0.02,0.01,80,448,0.0277,0.045
XLE,56.95,call,48.4,2026-08-14,8.53,8.81,8.69,115,615,0.0277,0.045
XLE,56.95,put,48.4,2026-08-14,0.06,0.08,0.07,107,610,0.0277,0.045
XLE,56.95,call,51.3,2026-08-14,5.91,6.08,5.97,178,878,0.0277,0.045
XLE,56.95,put,51.3,2026-08-14,0.27,0.29,0.28,170,882,0.0277,0.045
XLE,56.95,call,54.1,2026-08-14,3.69,3.78,3.75,293,1318,0.0277,0.045
XLE,56.95,put,54.1,2026-08-14,0.81,0.83,0.82,255,1366,0.0277,0.045
XLE,56.95,call,57.0,2026-08-14,1.93,1.97,1.95,364,2021,0.0277,0.045
XLE,56.95,put,57.0,2026-08-14,1.9,1.94,1.93,405,2098,0.0277,0.045
XLE,56.95,call,59.8,2026-08-14,0.85,0.87,0.86,257,1306,0.0277,0.045
XLE,56.95,put,59.8,2026-08-14,3.57,3.66,3.6,268,1302,0.0277,0.045
XLE,56.95,call,62.6,2026-08-14,0.29,0.31,0.3,169,887,0.0277,0.045
XLE,56.95,put,62.6,2026-08-14,5.77,5.93,5.84,193,931,0.0277,0.045
XLE,56.95,call,65.5,2026-08-14,0.07,0.09,0.08,134,614,0.0277,0.045
XLE,56.95,put,65.5,2026-07-15,8.38,8.65,8.51,102,608,0.0277,0.045
XLE,56.95,call,68.3,2026-08-14,0.01,0.03,0.02,88,398,0.0277,0.045
XLE,56.95,put,68.3,2026-08-14,11.04,11.44,11.25,91,387,0.0277,0.045
XLE,56.95,call,71.2,2026-08-14,0.0,0.02,0.01,65,251,0.0277,0.045
XLE,56.95,put,71.2,2026-08-14,13.84,14.4,14.15,51,279,0.0277,0.045
XLE,56.95,call,74.0,2026-08-14,0.0,0.02,0.01,25,163,0.0277,0.045
XLE,56.95,put,74.0,2026-08-14,16.53,17.28,16.94,36,170,0.0277,0.045
XLE,56.95,call,39.9,2026-08-29,16.7,17.45,17.16,44,179,0.0277,0.045
XLE,56.95,put,39.9,2026-08-29,0.0,0.02,0.01,40,183,0.0277,0.045
XLE,56.95,call,42.7,2026-08-29,14.02,14.59,14.27,56,295,0.0277,0.045
XLE,56.95,put,42.7,2026-08-29,0.0,0.02,0.01,51,264,0.0277,0.045
XLE,56.95,call,45.6,2026-08-29,11.25,11.67,11.41,83,426,0.0277,0.045
XLE,56.95,put,45.6,2026-08-29,0.04,0.06,0.05,89,386,0.0277,0.045
XLE,56.95,call,48.4,2026-08-29,8.66,8.94,8.79,106,617,0.0277,0.045
XLE,56.95,put,48.4,2026-08-29,0.17,0.19,0.18,113,591,0.0277,0.045
XLE,56.95,call,51.3,2026-08-29,6.15,6.33,6.25,171,836,0.0277,0.045
XLE,56.95,put,51.3,2026-08-29,0.49,0.51,0.51,189,917,0.0277,0.045
XLE,56.95,call,54.1,2026-08-29,4.05,4.15,4.1,256,1387,0.0277,0.045
XLE,56.95,put,54.1,2026-07-15,1.13,1.16,1.15,262,1299,0.0277,0.045
XLE,56.95,call,57.0,2026-08-29,2.35,2.39,2.37,357,1923,0.0277,0.045
XLE,56.95,put,57.0,2026-08-29,2.28,2.32,2.3,438,1972,0.0277,0.045
XLE,56.95,call,59.8,2026-08-29,1.21,1.24,1.23,283,1321,0.0277,0.045
XLE,56.95,put,59.8,2026-08-29,3.89,3.98,3.94,263,1341,0.0277,0.045
XLE,56.95,call,62.6,2026-08-29,0.53,0.55,0.54,198,906,0.0277,0.045
XLE,56.95,put,62.6,2026-08-29,5.95,6.12,6.03,182,934,0.0277,0.045
XLE,56.95,call,65.5,2026-08-29,0.18,0.2,0.19,124,577,0.0277,0.045
XLE,56.95,put,65.5,2026-08-29,8.44,8.71,8.55,101,647,0.0277,0.045
XLE,56.95,call,68.3,2026-08-29,0.05,0.07,0.06,64,429,0.0277,0.045
XLE,56.95,put,68.3,2026-08-29,11.02,11.43,11.21,82,405,0.0277,0.045
XLE,56.95,call,71.2,2026-08-29,0.0,0.02,0.01,56,267,0.0277,0.045
XLE,56.95,put,71.2,2026-08-29,13.78,14.34,14.14,53,261,0.0277,0.045
XLE,56.95,call,74.0,2026-08-29,0.0,0.02,0.01,43,186,0.0277,0.045
XLE,56.95,put,74.0,2026-08-29,16.47,17.21,16.88,36,164,0.0277,0.045
XLE,56.95,call,39.9,2026-09-13,16.72,17.47,17.14,51,183,0.0277,0.045
XLE,56.95,put,39.9,2026-09-13,0.0,0.02,0.01,36,173,0.0277,0.045
XLE,56.95,call,42.7,2026-09-13,14.05,14.63,14.31,52,267,0.0277,0.045
XLE,56.95,put,42.7,2026-09-13,0.02,0.04,0.03,57,268,0.0277,0.045
XLE,56.95,call,45.6,2026-09-13,0.0,11.75,11.57,92,404,0.0277,0.045
XLE,56.95,put,45.6,2026-09-13,0.1,0.12,0.11,59,383,0.0277,0.045
XLE,56.95,call,48.4,2026-09-13,8.81,9.09,8.93,118,569,0.0277,0.045
XLE,56.95,put,48.4,2026-09-13,0.29,0.31,0.3,102,614,0.0277,0.045
XLE,56.95,call,51.3,2026-09-13,6.39,6.57,6.49,193,877,0.0277,0.045
XLE,56.95,put,51.3,2026-09-13,0.7,0.72,0.71,180,850,0.0277,0.045
XLE,56.95,call,54.1,2026-09-13,4.37,4.47,4.42,280,1319,0.0277,0.045
XLE,56.95,put,54.1,2026-09-13,1.41,1.45,1.43,276,1341,0.0277,0.045
XLE,56.95,call,57.0,2026-09-13,2.69,2.75,2.72,387,1933,0.0277,0.045
XLE,56.95,put,57.0,2026-09-13,2.58,2.63,2.6,422,1886,0.0277,0.045
XLE,56.95,call,59.8,2026-09-13,1.52,1.55,1.53,253,1315,0.0277,0.045
XLE,56.95,put,59.8,2026-09-13,4.15,4.25,4.19,297,1366,0.0277,0.045
XLE,56.95,call,62.6,2026-09-13,0.76,0.78,0.77,167,905,0.0277,0.045
XLE,56.95,put,62.6,2026-09-13,6.13,6.31,6.19,173,904,0.0277,0.045
XLE,56.95,call,65.5,2026-09-13,0.32,0.34,0.33,118,568,0.0277,0.045
XLE,56.95,put,65.5,2026-09-13,8.52,8.79,8.68,120,558,0.0277,0.045
XLE,56.95,call,68.3,2026-09-13,0.11,0.13,0.12,68,412,0.0277,0.045
XLE,56.95,put,68.3,2026-09-13,11.03,11.43,11.21,86,412,0.0277,0.045
XLE,56.95,call,71.2,2026-09-13,0.03,0.05,0.04,43,255,0.0277,0.045
XLE,56.95,put,71.2,2026-09-13,13.74,14.3,14.06,56,258,0.0277,0.045
XLE,56.95,call,74.0,2026-09-13,0.0,0.02,0.01,40,173,0.0277,0.045
XLE,56.95,put,74.0,2026-09-13,16.4,17.14,16.78,33,173,0.0277,0.045
XLE,56.95,call,39.9,2026-10-13,16.77,17.52,17.14,49,208,0.0277,0.045
XLE,56.95,put,39.9,2026-10-13,0.03,0.05,0.04,33,176,0.0277,0.045
XLE,56.95,call,42.7,2026-10-13,14.15,14.73,14.37,57,306,0.0277,0.045
XLE,56.95,put,42.7,2026-10-13,0.1,0.12,0.11,60,268,0.0277,0.045
XLE,56.95,call,45.6,2026-10-13,11.52,11.94,11.77,76,423,0.0277,0.045
XLE,56.95,put,45.6,2026-10-13,0.26,0.28,0.27,90,363,0.0277,0.045
XLE,56.95,call,48.4,2026-10-13,9.11,9.41,9.28,113,611,0.0277,0.045
XLE,56.95,put,48.4,2026-10-13,0.55,0.57,0.56,141,582,0.0277,0.045
XLE,56.95,call,51.3,2026-10-13,6.83,7.02,6.91,198,926,0.0277,0.045
XLE,56.95,put,51.3,2026-10-13,1.08,1.11,1.09,199,869,0.0277,0.045
XLE,56.95,call,54.1,2026-07-15,4.9,5.02,4.98,275,1353,0.0277,0.045
XLE,56.95,put,54.1,2026-10-13,1.88,1.93,1.9,263,1348,0.0277,0.045
XLE,56.95,call,57.0,2026-10-13,3.27,3.33,3.3,402,1959,0.0277,0.045
XLE,56.95,put,57.0,2026-10-13,3.08,3.14,3.11,361,1937,0.0277,0.045
XLE,56.95,call,59.8,2026-10-13,2.05,2.1,2.06,249,1357,0.0277,0.045
XLE,56.95,put,59.8,2026-10-13,4.59,4.71,4.65,243,1363,0.0277,0.045
XLE,56.95,call,62.6,2026-10-13,1.18,1.22,1.2,207,935,0.0277,0.045
XLE,56.95,put,62.6,2026-10-13,6.46,6.64,6.56,175,902,0.0277,0.045
XLE,56.95,call,65.5,2026-10-13,0.61,0.63,0.62,125,593,0.0277,0.045
XLE,56.95,put,65.5,2026-10-13,8.69,8.98,8.81,123,619,0.0277,0.045
XLE,56.95,call,68.3,2026-10-13,0.28,0.3,0.29,82,373,0.0277,0.045
XLE,56.95,put,68.3,2026-10-13,11.08,11.48,11.27,80,405,0.0277,0.045
XLE,56.95,call,71.2,2026-10-13,0.11,0.13,0.12,52,269,0.0277,0.045
XLE,56.95,put,71.2,2026-10-13,13.69,14.25,13.97,55,296,0.0277,0.045
XLE,56.95,call,74.0,2026-10-13,0.03,0.05,0.05,32,190,0.0277,0.045
XLE,56.95,put,74.0,2026-10-13,16.3,17.03,16.59,35,198,0.0277,0.045
XLE,56.95,call,39.9,2026-11-12,16.84,17.59,17.22,45,162,0.0277,0.045
XLE,56.95,put,39.9,2026-11-12,0.08,0.1,0.1,37,193,0.0277,0.045
XLE,56.95,call,42.7,2026-11-12,14.28,14.86,14.64,51,263,0.0277,0.045
XLE,56.95,put,42.7,2026-11-12,0.2,0.22,0.21,45,260,0.0277,0.045
XLE,56.95,call,45.6,2026-11-12,11.73,12.16,11.92,94,371,0.0277,0.045
XLE,56.95,put,45.6,2026-11-12,0.43,0.45,0.44,73,410,0.0277,0.045
XLE,56.95,call,48.4,2026-11-12,9.41,9.72,9.59,120,625,0.0277,0.045
XLE,56.95,put,48.4,2026-11-12,0.81,0.83,0.82,134,611,0.0277,0.045
XLE,56.95,call,51.3,2026-11-12,7.22,7.43,7.29,156,878,0.0277,0.045
XLE,56.95,put,51.3,2026-11-12,1.42,1.46,1.44,191,952,0.0277,0.045
XLE,56.95,call,54.1,2026-11-12,5.36,5.49,5.43,300,1351,0.0277,0.045
XLE,56.95,put,54.1,2026-11-12,2.27,2.33,2.3,273,1292,0.0277,0.045
XLE,56.95,call,57.0,2026-11-12,3.75,3.83,3.8,388,1961,0.0277,0.045
XLE,56.95,put,57.0,2026-11-12,3.48,3.55,3.52,408,1975,0.0277,0.045
XLE,56.95,call,59.8,2026-11-12,2.5,2.57,2.53,270,1328,0.0277,0.045
XLE,56.95,put,59.8,2026-11-12,4.96,5.08,5.04,259,1328,0.0277,0.045
XLE,56.95,call,62.6,2026-11-12,1.57,1.62,1.6,195,924,0.0277,0.045
XLE,56.95,put,62.6,2026-11-12,6.75,6.94,6.82,178,870,0.0277,0.045
XLE,56.95,call,65.5,2026-11-12,0.9,0.93,0.92,121,605,0.0277,0.045
XLE,56.95,put,65.5,2026-11-12,8.88,9.16,9.05,129,576,0.0277,0.045
XLE,56.95,call,68.3,2026-11-12,0.48,0.5,0.5,72,408,0.0277,0.045
XLE,56.95,put,68.3,2026-11-12,11.15,11.56,11.32,91,417,0.0277,0.045
XLE,56.95,call,71.2,2026-11-12,0.23,0.25,0.24,59,299,0.0277,0.045
XLE,56.95,put,71.2,2026-11-12,13.68,14.24,13.94,53,308,0.0277,0.045
XLE,56.95,call,74.0,2026-11-12,0.1,0.12,0.11,33,186,0.0277,0.045
XLE,56.95,put,74.0,2026-11-12,16.22,16.95,16.51,43,195,0.0277,0.045
