underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate,dte,T,moneyness,midpoint,spread_pct
USO,120.17,call,108.2,2026-09-13,14.88,15.3,15.1,191,918,0.0,0.045,60,0.1643835616438356,0.9003911125904968,15.09,0.027833001988071565
USO,120.17,call,114.2,2026-09-13,10.75,11.01,10.93,256,1347,0.0,0.045,60,0.1643835616438356,0.9503203794624282,10.879999999999999,0.023897058823529393
USO,120.17,call,120.2,2026-09-13,7.35,7.5,7.4,426,2037,0.0,0.045,60,0.1643835616438356,1.0002496463343598,7.425,0.02020202020202025
USO,120.17,call,126.2,2026-09-13,4.7,4.81,4.75,287,1274,0.0,0.045,60,0.1643835616438356,1.050178913206291,4.755,0.02313354363827538
USO,120.17,call,132.2,2026-09-13,2.8,2.88,2.83,162,888,0.0,0.045,60,0.1643835616438356,1.1001081800782224,2.84,0.028169014084507067
USO,120.17,call,138.2,2026-09-13,1.54,1.59,1.56,99,614,0.0,0.045,60,0.1643835616438356,1.1500374469501538,1.565,0.03194888178913741
USO,120.17,call,144.2,2026-09-13,0.78,0.81,0.79,70,418,0.0,0.045,60,0.1643835616438356,1.1999667138220853,0.795,0.03773584905660381
USO,120.17,call,102.1,2026-10-13,20.84,21.52,21.11,106,598,0.0,0.045,90,0.2465753424657534,0.8496296912706998,21.18,0.03210576015108592
USO,120.17,call,108.2,2026-10-13,16.29,16.76,16.55,159,927,0.0,0.045,90,0.2465753424657534,0.9003911125904968,16.525,0.028441754916792888
USO,120.17,call,114.2,2026-10-13,12.35,12.65,12.53,274,1292,0.0,0.045,90,0.2465753424657534,0.9503203794624282,12.5,0.024000000000000056
USO,120.17,call,120.2,2026-10-13,9.01,9.19,9.08,395,1921,0.0,0.045,90,0.2465753424657534,1.0002496463343598,9.1,0.019780219780219748
USO,120.17,call,126.2,2026-10-13,6.27,6.42,6.34,288,1303,0.0,0.045,90,0.2465753424657534,1.050178913206291,6.345,0.023640661938534337
USO,120.17,call,132.2,2026-10-13,4.16,4.28,4.21,166,887,0.0,0.045,90,0.2465753424657534,1.1001081800782224,4.220000000000001,0.02843601895734599
USO,120.17,call,138.2,2026-10-13,2.62,2.71,2.66,112,612,0.0,0.045,90,0.2465753424657534,1.1500374469501538,2.665,0.033771106941838595
USO,120.17,call,144.2,2026-10-13,1.56,1.62,1.59,73,383,0.0,0.045,90,0.2465753424657534,1.1999667138220853,1.59,0.03773584905660381
USO,120.17,put,102.1,2026-08-14,0.36,0.38,0.37,122,616,0.0,0.045,30,0.0821917808219178,0.8496296912706998,0.37,0.054054054054054106
USO,120.17,put,108.2,2026-08-14,1.05,1.08,1.06,164,919,0.0,0.045,30,0.0821917808219178,0.9003911125904968,1.065,0.028169014084507067
USO,120.17,put,114.2,2026-08-14,2.43,2.49,2.46,273,1317,0.0,0.045,30,0.0821917808219178,0.9503203794624282,2.46,0.024390243902439046
USO,120.17,put,120.2,2026-08-14,4.8,4.89,4.85,414,2026,0.0,0.045,30,0.0821917808219178,1.0002496463343598,4.845,0.018575851393188826
USO,120.17,put,126.2,2026-08-14,8.23,8.43,8.35,249,1377,0.0,0.045,30,0.0821917808219178,1.050178913206291,8.33,0.02400960384153653
USO,120.17,put,132.2,2026-08-14,12.63,12.99,12.82,202,867,0.0,0.045,30,0.0821917808219178,1.1001081800782224,12.81,0.028103044496487074
USO,120.17,put,138.2,2026-08-14,17.73,18.3,18.14,132,608,0.0,0.045,30,0.0821917808219178,1.1500374469501538,18.015,0.03164029975020818
USO,120.17,put,144.2,2026-08-14,23.24,24.09,23.65,71,406,0.0,0.045,30,0.0821917808219178,1.1999667138220853,23.665,0.03591802239594344
USO,120.17,put,102.1,2026-08-29,0.76,0.78,0.77,115,613,0.0,0.045,45,0.1232876712328767,0.8496296912706998,0.77,0.025974025974025997
USO,120.17,put,108.2,2026-08-29,1.7,1.75,1.72,185,891,0.0,0.045,45,0.1232876712328767,0.9003911125904968,1.725,0.028985507246376836
USO,120.17,put,114.2,2026-08-29,3.3,3.38,3.32,257,1342,0.0,0.045,45,0.1232876712328767,0.9503203794624282,3.34,0.023952095808383256
USO,120.17,put,120.2,2026-08-29,5.74,5.85,5.8,438,2034,0.0,0.045,45,0.1232876712328767,1.0002496463343598,5.795,0.018981880931837693
USO,120.17,put,126.2,2026-08-29,9.05,9.27,9.2,281,1320,0.0,0.045,45,0.1232876712328767,1.050178913206291,9.16,0.024017467248908173
USO,120.17,put,132.2,2026-08-29,13.19,13.57,13.39,180,924,0.0,0.045,45,0.1232876712328767,1.1001081800782224,13.379999999999999,0.028400597907324424
USO,120.17,put,138.2,2026-08-29,17.99,18.58,18.3,128,639,0.0,0.045,45,0.1232876712328767,1.1500374469501538,18.284999999999997,0.03226688542521192
USO,120.17,put,144.2,2026-08-29,23.25,24.1,23.69,74,408,0.0,0.045,45,0.1232876712328767,1.1999667138220853,23.675,0.03590285110876458
USO,120.17,put,102.1,2026-09-13,1.17,1.21,1.19,128,596,0.0,0.045,60,0.1643835616438356,0.8496296912706998,1.19,0.033613445378151294
USO,120.17,put,108.2,2026-09-13,2.29,2.35,2.31,191,961,0.0,0.045,60,0.1643835616438356,0.9003911125904968,2.3200000000000003,0.025862068965517262
USO,120.17,put,114.2,2026-09-13,4.02,4.12,4.05,282,1316,0.0,0.045,60,0.1643835616438356,0.9503203794624282,4.07,0.0245700245700247
USO,120.17,put,120.2,2026-09-13,6.5,6.63,6.58,392,1992,0.0,0.045,60,0.1643835616438356,1.0002496463343598,6.5649999999999995,0.01980198019801979
USO,120.17,put,126.2,2026-09-13,9.73,9.97,9.8,263,1271,0.0,0.045,60,0.1643835616438356,1.050178913206291,9.850000000000001,0.024365482233502555
USO,120.17,put,132.2,2026-09-13,13.7,14.09,13.88,176,894,0.0,0.045,60,0.1643835616438356,1.1001081800782224,13.895,0.028067650233897127
USO,120.17,put,138.2,2026-09-13,18.28,18.88,18.65,131,583,0.0,0.045,60,0.1643835616438356,1.1500374469501538,18.58,0.03229278794402572
USO,120.17,put,144.2,2026-09-13,23.33,24.19,23.88,81,387,0.0,0.045,60,0.1643835616438356,1.1999667138220853,23.759999999999998,0.03619528619528632
USO,120.17,put,102.1,2026-10-13,1.96,2.02,1.98,133,643,0.0,0.045,90,0.2465753424657534,0.8496296912706998,1.99,0.030150753768844248
USO,120.17,put,108.2,2026-10-13,3.31,3.41,3.37,184,923,0.0,0.045,90,0.2465753424657534,0.9003911125904968,3.3600000000000003,0.029761904761904785
USO,120.17,put,114.2,2026-10-13,5.21,5.33,5.26,256,1331,0.0,0.045,90,0.2465753424657534,0.9503203794624282,5.27,0.022770398481973455
USO,120.17,put,120.2,2026-10-13,7.72,7.88,7.84,392,1984,0.0,0.045,90,0.2465753424657534,1.0002496463343598,7.8,0.02051282051282053
USO,120.17,put,126.2,2026-10-13,10.85,11.11,10.96,239,1320,0.0,0.045,90,0.2465753424657534,1.050178913206291,10.98,0.023679417122040053
USO,120.17,put,138.2,2026-10-13,18.86,19.47,19.18,106,595,0.0,0.045,90,0.2465753424657534,1.1500374469501538,19.165,0.031828854683015884
USO,120.17,put,144.2,2026-10-13,23.59,24.46,23.92,82,420,0.0,0.045,90,0.2465753424657534,1.1999667138220853,24.025,0.0362122788761707
