underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate,dte,T,moneyness,midpoint,spread_pct
SPY,751.83,call,676.6,2026-10-13,82.48,84.82,83.79,174,900,0.012,0.045,90,0.2465753424657534,0.8999374858678159,83.65,0.027973699940227005
SPY,751.83,call,714.2,2026-10-13,51.84,53.1,52.46,266,1313,0.012,0.045,90,0.2465753424657534,0.9499487916151258,52.47,0.024013722126929638
SPY,751.83,call,751.8,2026-10-13,27.54,28.1,27.85,415,2042,0.012,0.045,90,0.2465753424657534,0.9999600973624355,27.82,0.020129403306973482
SPY,751.83,call,789.4,2026-10-13,11.56,11.84,11.66,277,1337,0.012,0.045,90,0.2465753424657534,1.0499714031097456,11.7,0.023931623931623878
SPY,751.83,call,827.0,2026-10-13,3.56,3.66,3.62,194,911,0.012,0.045,90,0.2465753424657534,1.0999827088570553,3.6100000000000003,0.02770083102493077
SPY,751.83,call,864.6,2026-10-13,0.73,0.75,0.74,120,627,0.012,0.045,90,0.2465753424657534,1.1499940146043652,0.74,0.027027027027027053
SPY,751.83,put,714.2,2026-08-14,3.11,3.19,3.15,282,1335,0.012,0.045,30,0.0821917808219178,0.9499487916151258,3.15,0.02539682539682542
SPY,751.83,put,751.8,2026-08-14,14.13,14.42,14.28,407,2023,0.012,0.045,30,0.0821917808219178,0.9999600973624355,14.275,0.02031523642732043
SPY,751.83,put,789.4,2026-08-14,38.43,39.36,38.94,254,1343,0.012,0.045,30,0.0821917808219178,1.0499714031097456,38.894999999999996,0.023910528345545697
SPY,751.83,put,827.0,2026-08-14,72.16,74.21,73.25,167,875,0.012,0.045,30,0.0821917808219178,1.0999827088570553,73.185,0.028011204481792677
SPY,751.83,put,864.6,2026-08-14,108.56,112.1,109.89,104,579,0.012,0.045,30,0.0821917808219178,1.1499940146043652,110.33,0.03208556149732613
SPY,751.83,put,639.1,2026-08-29,0.12,0.14,0.12,124,604,0.012,0.045,45,0.1232876712328767,0.8500591889123871,0.13,0.15384615384615397
SPY,751.83,put,676.6,2026-08-29,0.96,0.99,0.98,171,996,0.012,0.045,45,0.1232876712328767,0.8999374858678159,0.975,0.0307692307692308
SPY,751.83,put,714.2,2026-08-29,4.89,5.01,4.97,249,1335,0.012,0.045,45,0.1232876712328767,0.9499487916151258,4.949999999999999,0.024242424242424267
SPY,751.83,put,751.8,2026-08-29,16.61,16.95,16.76,376,1997,0.012,0.045,45,0.1232876712328767,0.9999600973624355,16.78,0.0202622169249106
SPY,751.83,put,789.4,2026-08-29,39.59,40.55,39.93,250,1395,0.012,0.045,45,0.1232876712328767,1.0499714031097456,40.07,0.023958073371599543
SPY,751.83,put,827.0,2026-08-29,71.63,73.67,72.72,185,898,0.012,0.045,45,0.1232876712328767,1.0999827088570553,72.65,0.028079834824501115
SPY,751.83,put,639.1,2026-09-13,0.3,0.32,0.31,117,633,0.012,0.045,60,0.1643835616438356,0.8500591889123871,0.31,0.06451612903225812
SPY,751.83,put,676.6,2026-09-13,1.66,1.7,1.68,183,899,0.012,0.045,60,0.1643835616438356,0.8999374858678159,1.68,0.023809523809523832
SPY,751.83,put,714.2,2026-09-13,6.44,6.6,6.51,275,1394,0.012,0.045,60,0.1643835616438356,0.9499487916151258,6.52,0.024539877300613383
SPY,751.83,put,751.8,2026-09-13,18.53,18.91,18.72,404,1974,0.012,0.045,60,0.1643835616438356,0.9999600973624355,18.72,0.020299145299145248
SPY,751.83,put,789.4,2026-09-13,40.59,41.58,41.08,274,1330,0.012,0.045,60,0.1643835616438356,1.0499714031097456,41.085,0.02409638554216855
SPY,751.83,put,827.0,2026-09-13,71.28,73.31,72.3,162,935,0.012,0.045,60,0.1643835616438356,1.0999827088570553,72.295,0.02807939691541602
SPY,751.83,put,864.6,2026-09-13,106.37,109.83,107.96,122,580,0.012,0.045,60,0.1643835616438356,1.1499940146043652,108.1,0.032007400555041574
SPY,751.83,put,601.5,2026-10-13,0.19,0.21,0.2,66,406,0.012,0.045,90,0.2465753424657534,0.8000478831650771,0.2,0.09999999999999995
SPY,751.83,put,676.6,2026-10-13,3.13,3.22,3.15,164,894,0.012,0.045,90,0.2465753424657534,0.8999374858678159,3.175,0.028346456692913483
SPY,751.83,put,714.2,2026-10-13,9.07,9.29,9.19,247,1362,0.012,0.045,90,0.2465753424657534,0.9499487916151258,9.18,0.023965141612200314
SPY,751.83,put,751.8,2026-10-13,21.5,21.93,21.67,392,2019,0.012,0.045,90,0.2465753424657534,0.9999600973624355,21.715,0.01980198019801979
SPY,751.83,put,789.4,2026-10-13,42.27,43.29,42.62,270,1316,0.012,0.045,90,0.2465753424657534,1.0499714031097456,42.78,0.0238429172510518
SPY,751.83,put,827.0,2026-10-13,70.87,72.88,72.09,198,842,0.012,0.045,90,0.2465753424657534,1.0999827088570553,71.875,0.027965217391304222
SPY,751.83,put,864.6,2026-10-13,104.49,107.89,106.24,130,604,0.012,0.045,90,0.2465753424657534,1.1499940146043652,106.19,0.03201808079856866
