underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate,dte,T,moneyness,midpoint,spread_pct
XLE,56.95,call,57.0,2026-10-13,3.27,3.33,3.3,402,1959,0.0277,0.045,90,0.2465753424657534,1.0008779631255487,3.3,0.0181818181818182
XLE,56.95,call,59.8,2026-10-13,2.05,2.1,2.06,249,1357,0.0277,0.045,90,0.2465753424657534,1.0500438981562774,2.075,0.0240963855421688
XLE,56.95,call,62.6,2026-10-13,1.18,1.22,1.2,207,935,0.0277,0.045,90,0.2465753424657534,1.0992098331870062,1.2,0.03333333333333337
XLE,56.95,call,65.5,2026-10-13,0.61,0.63,0.62,125,593,0.0277,0.045,90,0.2465753424657534,1.1501316944688322,0.62,0.03225806451612906
XLE,56.95,call,68.3,2026-10-13,0.28,0.3,0.29,82,373,0.0277,0.045,90,0.2465753424657534,1.199297629499561,0.29000000000000004,0.06896551724137917
XLE,56.95,put,48.4,2026-08-14,0.06,0.08,0.07,107,610,0.0277,0.045,30,0.0821917808219178,0.8498683055311677,0.07,0.28571428571428575
XLE,56.95,put,51.3,2026-08-14,0.27,0.29,0.28,170,882,0.0277,0.045,30,0.0821917808219178,0.9007901668129937,0.28,0.07142857142857129
XLE,56.95,put,54.1,2026-08-14,0.81,0.83,0.82,255,1366,0.0277,0.045,30,0.0821917808219178,0.9499561018437226,0.8200000000000001,0.024390243902438907
XLE,56.95,put,57.0,2026-08-14,1.9,1.94,1.93,405,2098,0.0277,0.045,30,0.0821917808219178,1.0008779631255487,1.92,0.020833333333333353
XLE,56.95,put,59.8,2026-08-14,3.57,3.66,3.6,268,1302,0.0277,0.045,30,0.0821917808219178,1.0500438981562774,3.615,0.024896265560166057
XLE,56.95,put,62.6,2026-08-14,5.77,5.93,5.84,193,931,0.0277,0.045,30,0.0821917808219178,1.0992098331870062,5.85,0.027350427350427375
XLE,56.95,put,68.3,2026-08-14,11.04,11.44,11.25,91,387,0.0277,0.045,30,0.0821917808219178,1.199297629499561,11.239999999999998,0.03558718861209968
XLE,56.95,put,45.6,2026-08-29,0.04,0.06,0.05,89,386,0.0277,0.045,45,0.1232876712328767,0.800702370500439,0.05,0.3999999999999999
XLE,56.95,put,48.4,2026-08-29,0.17,0.19,0.18,113,591,0.0277,0.045,45,0.1232876712328767,0.8498683055311677,0.18,0.11111111111111106
XLE,56.95,put,51.3,2026-08-29,0.49,0.51,0.51,189,917,0.0277,0.045,45,0.1232876712328767,0.9007901668129937,0.5,0.040000000000000036
XLE,56.95,put,57.0,2026-08-29,2.28,2.32,2.3,438,1972,0.0277,0.045,45,0.1232876712328767,1.0008779631255487,2.3,0.017391304347826105
XLE,56.95,put,59.8,2026-08-29,3.89,3.98,3.94,263,1341,0.0277,0.045,45,0.1232876712328767,1.0500438981562774,3.935,0.022871664548919913
XLE,56.95,put,62.6,2026-08-29,5.95,6.12,6.03,182,934,0.0277,0.045,45,0.1232876712328767,1.0992098331870062,6.035,0.02816901408450703
XLE,56.95,put,65.5,2026-08-29,8.44,8.71,8.55,101,647,0.0277,0.045,45,0.1232876712328767,1.1501316944688322,8.575,0.03148688046647247
XLE,56.95,put,68.3,2026-08-29,11.02,11.43,11.21,82,405,0.0277,0.045,45,0.1232876712328767,1.199297629499561,11.225,0.03652561247216037
XLE,56.95,put,45.6,2026-09-13,0.1,0.12,0.11,59,383,0.0277,0.045,60,0.1643835616438356,0.800702370500439,0.11,0.18181818181818174
XLE,56.95,put,48.4,2026-09-13,0.29,0.31,0.3,102,614,0.0277,0.045,60,0.1643835616438356,0.8498683055311677,0.3,0.06666666666666674
XLE,56.95,put,51.3,2026-09-13,0.7,0.72,0.71,180,850,0.0277,0.045,60,0.1643835616438356,0.9007901668129937,0.71,0.028169014084507067
XLE,56.95,put,54.1,2026-09-13,1.41,1.45,1.43,276,1341,0.0277,0.045,60,0.1643835616438356,0.9499561018437226,1.43,0.027972027972028
XLE,56.95,put,57.0,2026-09-13,2.58,2.63,2.6,422,1886,0.0277,0.045,60,0.1643835616438356,1.0008779631255487,2.605,0.019193857965450988
XLE,56.95,put,59.8,2026-09-13,4.15,4.25,4.19,297,1366,0.0277,0.045,60,0.1643835616438356,1.0500438981562774,4.2,0.023809523809523725
XLE,56.95,put,62.6,2026-09-13,6.13,6.31,6.19,173,904,0.0277,0.045,60,0.1643835616438356,1.0992098331870062,6.22,0.028938906752411533
XLE,56.95,put,65.5,2026-09-13,8.52,8.79,8.68,120,558,0.0277,0.045,60,0.1643835616438356,1.1501316944688322,8.655,0.031195840554592673
XLE,56.95,put,68.3,2026-09-13,11.03,11.43,11.21,86,412,0.0277,0.045,60,0.1643835616438356,1.199297629499561,11.23,0.035618878005342865
XLE,56.95,put,45.6,2026-10-13,0.26,0.28,0.27,90,363,0.0277,0.045,90,0.2465753424657534,0.800702370500439,0.27,0.07407407407407414
XLE,56.95,put,48.4,2026-10-13,0.55,0.57,0.56,141,582,0.0277,0.045,90,0.2465753424657534,0.8498683055311677,0.56,0.035714285714285546
XLE,56.95,put,51.3,2026-10-13,1.08,1.11,1.09,199,869,0.0277,0.045,90,0.2465753424657534,0.9007901668129937,1.0950000000000002,0.027397260273972622
XLE,56.95,put,54.1,2026-10-13,1.88,1.93,1.9,263,1348,0.0277,0.045,90,0.2465753424657534,0.9499561018437226,1.9049999999999998,0.026246719160105014
XLE,56.95,put,57.0,2026-10-13,3.08,3.14,3.11,361,1937,0.0277,0.045,90,0.2465753424657534,1.0008779631255487,3.1100000000000003,0.019292604501607732
XLE,56.95,put,59.8,2026-10-13,4.59,4.71,4.65,243,1363,0.0277,0.045,90,0.2465753424657534,1.0500438981562774,4.65,0.025806451612903247
XLE,56.95,put,62.6,2026-10-13,6.46,6.64,6.56,175,902,0.0277,0.045,90,0.2465753424657534,1.0992098331870062,6.55,0.02748091603053431
XLE,56.95,put,65.5,2026-10-13,8.69,8.98,8.81,123,619,0.0277,0.045,90,0.2465753424657534,1.1501316944688322,8.835,0.03282399547255245
XLE,56.95,put,68.3,2026-10-13,11.08,11.48,11.27,80,405,0.0277,0.045,90,0.2465753424657534,1.199297629499561,11.280000000000001,0.03546099290780145
