underlying,underlying_price,right,strike,expiration,bid,ask,last_price,volume,open_interest,dividend_yield,risk_free_rate,dte,T,moneyness,midpoint,spread_pct
JETS,32.09,call,38.5,2026-09-13,0.1,0.12,0.11,75,371,0.007,0.045,60,0.1643835616438356,1.199750701153007,0.11,0.18181818181818174
JETS,32.09,call,25.7,2026-10-13,6.68,6.92,6.79,74,415,0.007,0.045,90,0.2465753424657534,0.8008725459644748,6.8,0.03529411764705886
JETS,32.09,call,27.3,2026-10-13,5.31,5.49,5.39,139,642,0.007,0.045,90,0.2465753424657534,0.8507323153630414,5.4,0.033333333333333444
JETS,32.09,call,28.9,2026-10-13,4.07,4.18,4.11,174,900,0.007,0.045,90,0.2465753424657534,0.9005920847616078,4.125,0.02666666666666653
JETS,32.09,call,30.5,2026-10-13,2.97,3.05,3.02,278,1387,0.007,0.045,90,0.2465753424657534,0.9504518541601744,3.01,0.026578073089700876
JETS,32.09,call,32.1,2026-10-13,2.06,2.1,2.08,386,2027,0.007,0.045,90,0.2465753424657534,1.000311623558741,2.08,0.019230769230769246
JETS,32.09,call,33.7,2026-10-13,1.34,1.37,1.36,246,1355,0.007,0.045,90,0.2465753424657534,1.0501713929573075,1.355,0.02214022140221404
JETS,32.09,call,35.3,2026-10-13,0.81,0.84,0.82,203,812,0.007,0.045,90,0.2465753424657534,1.1000311623558738,0.825,0.036363636363636265
JETS,32.09,call,36.9,2026-10-13,0.45,0.47,0.46,129,634,0.007,0.045,90,0.2465753424657534,1.1498909317544406,0.45999999999999996,0.04347826086956514
JETS,32.09,call,38.5,2026-10-13,0.23,0.25,0.24,72,358,0.007,0.045,90,0.2465753424657534,1.199750701153007,0.24,0.0833333333333333
JETS,32.09,put,27.3,2026-08-14,0.04,0.06,0.06,132,590,0.007,0.045,30,0.0821917808219178,0.8507323153630414,0.05,0.3999999999999999
JETS,32.09,put,28.9,2026-08-14,0.18,0.2,0.19,167,902,0.007,0.045,30,0.0821917808219178,0.9005920847616078,0.19,0.10526315789473693
JETS,32.09,put,30.5,2026-08-14,0.5,0.52,0.51,270,1306,0.007,0.045,30,0.0821917808219178,0.9504518541601744,0.51,0.03921568627450984
JETS,32.09,put,32.1,2026-08-14,1.11,1.13,1.12,395,1980,0.007,0.045,30,0.0821917808219178,1.000311623558741,1.12,0.017857142857142672
JETS,32.09,put,33.7,2026-08-14,2.04,2.09,2.07,277,1324,0.007,0.045,30,0.0821917808219178,1.0501713929573075,2.065,0.024213075060532604
JETS,32.09,put,35.3,2026-08-14,3.27,3.36,3.32,179,890,0.007,0.045,30,0.0821917808219178,1.1000311623558738,3.315,0.027149321266968285
JETS,32.09,put,36.9,2026-08-14,4.68,4.83,4.74,125,618,0.007,0.045,30,0.0821917808219178,1.1498909317544406,4.755,0.03154574132492121
JETS,32.09,put,38.5,2026-08-14,6.19,6.42,6.25,84,372,0.007,0.045,30,0.0821917808219178,1.199750701153007,6.305,0.036478984932593106
JETS,32.09,put,27.3,2026-08-29,0.12,0.14,0.13,117,642,0.007,0.045,45,0.1232876712328767,0.8507323153630414,0.13,0.15384615384615397
JETS,32.09,put,28.9,2026-08-29,0.31,0.33,0.32,175,875,0.007,0.045,45,0.1232876712328767,0.9005920847616078,0.32,0.06250000000000006
JETS,32.09,put,30.5,2026-08-29,0.7,0.72,0.7,265,1305,0.007,0.045,45,0.1232876712328767,0.9504518541601744,0.71,0.028169014084507067
JETS,32.09,put,32.1,2026-08-29,1.32,1.35,1.34,391,2024,0.007,0.045,45,0.1232876712328767,1.000311623558741,1.335,0.02247191011235957
JETS,32.09,put,33.7,2026-08-29,2.22,2.28,2.25,266,1293,0.007,0.045,45,0.1232876712328767,1.0501713929573075,2.25,0.02666666666666649
JETS,32.09,put,35.3,2026-08-29,3.37,3.47,3.43,173,919,0.007,0.045,45,0.1232876712328767,1.1000311623558738,3.42,0.02923976608187137
JETS,32.09,put,36.9,2026-08-29,4.71,4.86,4.8,131,582,0.007,0.045,45,0.1232876712328767,1.1498909317544406,4.785,0.031347962382445214
JETS,32.09,put,38.5,2026-08-29,6.16,6.39,6.24,77,383,0.007,0.045,45,0.1232876712328767,1.199750701153007,6.275,0.036653386454183194
JETS,32.09,put,25.7,2026-09-13,0.07,0.09,0.09,81,376,0.007,0.045,60,0.1643835616438356,0.8008725459644748,0.08,0.24999999999999986
JETS,32.09,put,27.3,2026-09-13,0.19,0.21,0.21,110,614,0.007,0.045,60,0.1643835616438356,0.8507323153630414,0.2,0.09999999999999995
JETS,32.09,put,28.9,2026-09-13,0.44,0.46,0.45,169,857,0.007,0.045,60,0.1643835616438356,0.9005920847616078,0.45,0.04444444444444448
JETS,32.09,put,30.5,2026-09-13,0.86,0.88,0.87,257,1339,0.007,0.045,60,0.1643835616438356,0.9504518541601744,0.87,0.022988505747126457
JETS,32.09,put,32.1,2026-09-13,1.5,1.53,1.51,437,2042,0.007,0.045,60,0.1643835616438356,1.000311623558741,1.5150000000000001,0.01980198019801982
JETS,32.09,put,33.7,2026-09-13,2.37,2.43,2.41,247,1324,0.007,0.045,60,0.1643835616438356,1.0501713929573075,2.4000000000000004,0.02500000000000002
JETS,32.09,put,35.3,2026-09-13,3.47,3.57,3.52,178,892,0.007,0.045,60,0.1643835616438356,1.1000311623558738,3.52,0.028409090909090808
JETS,32.09,put,36.9,2026-09-13,4.75,4.91,4.82,127,573,0.007,0.045,60,0.1643835616438356,1.1498909317544406,4.83,0.03312629399585924
JETS,32.09,put,38.5,2026-09-13,6.16,6.38,6.26,56,395,0.007,0.045,60,0.1643835616438356,1.199750701153007,6.27,0.03508771929824558
JETS,32.09,put,25.7,2026-10-13,0.17,0.19,0.18,80,369,0.007,0.045,90,0.2465753424657534,0.8008725459644748,0.18,0.11111111111111106
JETS,32.09,put,27.3,2026-10-13,0.36,0.38,0.36,142,598,0.007,0.045,90,0.2465753424657534,0.8507323153630414,0.37,0.054054054054054106
JETS,32.09,put,28.9,2026-10-13,0.66,0.68,0.67,176,896,0.007,0.045,90,0.2465753424657534,0.9005920847616078,0.67,0.02985074626865674
JETS,32.09,put,30.5,2026-10-13,1.13,1.15,1.14,273,1346,0.007,0.045,90,0.2465753424657534,0.9504518541601744,1.14,0.017543859649122823
JETS,32.09,put,33.7,2026-10-13,2.62,2.68,2.65,279,1361,0.007,0.045,90,0.2465753424657534,1.0501713929573075,2.6500000000000004,0.02264150943396228
JETS,32.09,put,36.9,2026-10-13,4.84,5.0,4.92,134,579,0.007,0.045,90,0.2465753424657534,1.1498909317544406,4.92,0.032520325203252064
JETS,32.09,put,38.5,2026-10-13,6.17,6.39,6.29,76,403,0.007,0.045,90,0.2465753424657534,1.199750701153007,6.279999999999999,0.035031847133757926
